	starting_nt	signal	labels
46242	14624117	0.0	0
46243	14624217	0.0	0
46244	14624317	0.0	0
46245	14624417	3.0	0
46246	14624517	0.0	0
46247	14624617	1.0	0
46248	14624717	2.0	0
46249	14624817	7.0	0
46250	14624917	7.0	0
46251	14625017	3.0	0
46252	14625117	0.0	0
46253	14625217	1.0	0
46254	14625317	0.0	0
46255	14625417	1.0	0
46256	14625517	0.0	0
46257	14625617	0.0	0
46258	14625717	8.0	0
46259	14625817	0.0	0
46260	14625917	0.0	0
46261	14626017	4.0	0
46262	14626117	1.0	0
46263	14626217	16.0	0
46264	14626317	7.0	0
46265	14626417	7.0	0
46266	14626517	0.0	0
46267	14626617	0.0	0
46268	14626717	3.0	0
46269	14626817	0.0	0
46270	14626917	35.0	0
46271	14627017	4.0	0
46272	14627117	7.0	0
46273	14627217	4.0	0
46274	14627317	0.0	0
46275	14627417	4.0	0
46276	14627517	4.0	0
46277	14627617	2.0	0
46278	14627717	6.0	0
46279	14627817	3.0	0
46280	14627917	8.0	0
46281	14628017	0.0	0
46282	14628117	2.0	0
46283	14628217	2.0	0
46284	14628317	3.0	0
46285	14628417	3.0	0
46286	14628517	17.0	0
46287	14628617	13.0	0
46288	14628717	0.0	0
46289	14628817	0.0	0
46290	14628917	4.0	0
46291	14629017	0.0	0
46292	14629117	2.0	0
46293	14629217	0.0	0
46294	14629317	14.0	0
46295	14629417	0.0	0
46296	14629517	0.0	0
46297	14629617	20.0	0
46298	14629717	1.0	0
46299	14629817	15.0	0
46300	14629917	22.0	0
46301	14630017	10.0	0
46302	14630117	7.0	0
46303	14630217	0.0	0
46304	14630317	2.0	0
46305	14630417	3.0	0
46306	14630517	11.0	0
46307	14630617	4.0	0
46308	14630717	4.0	0
46309	14630817	2.0	0
46310	14630917	0.0	0
46311	14631017	1.0	0
46312	14631117	6.0	0
46313	14631217	0.0	0
46314	14631317	1.0	0
46315	14631417	0.0	0
46316	14631517	3.0	0
46317	14631617	0.0	0
46318	14631717	1.0	0
46319	14631817	0.0	0
46320	14631917	6.0	0
46321	14632017	0.0	0
46322	14632117	3.0	0
46323	14632217	11.0	0
46324	14632317	2.0	0
46325	14632417	13.0	0
46326	14632517	12.0	0
46327	14632617	3.0	0
46328	14632717	11.0	0
46329	14632817	6.0	0
46330	14632917	5.0	0
46331	14633017	0.0	0
46332	14633117	4.0	0
46333	14633217	3.0	0
46334	14633317	5.0	0
46335	14633417	4.0	0
46336	14633517	13.0	0
46337	14633617	1.0	0
46338	14633717	1.0	0
46339	14633817	11.0	0
46340	14633917	1.0	0
46341	14634017	0.0	0
46342	14634117	10.0	0
46343	14634217	1.0	0
46344	14634317	2.0	0
46345	14634417	9.0	0
46346	14634517	5.0	0
46347	14634617	10.0	0
46348	14634717	0.0	0
46349	14634817	5.0	0
46350	14634917	0.0	0
46351	14635017	3.0	0
46352	14635117	8.0	0
46353	14635217	10.0	0
46354	14635317	8.0	0
46355	14635417	11.0	0
46356	14635517	1.0	0
46357	14635617	2.0	0
46358	14635717	3.0	0
46359	14635817	11.0	0
46360	14635917	17.0	0
46361	14636017	2.0	0
46362	14636117	23.0	0
46363	14636217	10.0	0
46364	14636317	2.0	0
46365	14636417	12.0	0
46366	14636517	15.0	0
46367	14636617	10.0	0
46368	14636717	5.0	0
46369	14636817	10.0	0
46370	14636917	4.0	0
46371	14637017	0.0	0
46372	14637117	0.0	0
46373	14637217	13.0	0
46374	14637317	0.0	0
46375	14637417	3.0	0
46376	14637517	0.0	0
46377	14637617	0.0	0
46378	14637717	0.0	0
46379	14637817	3.0	0
46380	14637917	0.0	0
46381	14638017	4.0	0
46382	14638117	2.0	0
46383	14638217	0.0	0
46384	14638317	1.0	0
46385	14638417	3.0	0
46386	14638517	9.0	0
46387	14638617	13.0	0
46388	14638717	0.0	0
46389	14638817	0.0	0
46390	14638917	0.0	0
46391	14639017	0.0	0
46392	14639117	2.0	0
46393	14639217	7.0	0
46394	14639317	3.0	0
46395	14639417	0.0	0
46396	14639517	0.0	0
46397	14639617	5.0	0
46398	14639717	8.0	0
46399	14639817	0.0	0
46400	14639917	0.0	0
46401	14640017	0.0	0
46402	14640117	0.0	0
46403	14640217	2.0	0
46404	14640317	11.0	0
46405	14640417	8.0	0
46406	14640517	5.0	0
46407	14640617	1.0	0
46408	14640717	5.0	0
46409	14640817	4.0	0
46410	14640917	4.0	0
46411	14641017	17.0	0
46412	14641117	2.0	0
46413	14641217	10.0	0
46414	14641317	0.0	0
46415	14641417	6.0	0
46416	14641517	8.0	0
46417	14641617	17.0	0
46418	14641717	2.0	0
46419	14641817	0.0	0
46420	14641917	5.0	0
46421	14642017	14.0	0
46422	14642117	0.0	0
46423	14642217	27.0	0
46424	14642317	27.0	0
46425	14642417	8.0	0
46426	14642517	9.0	0
46427	14642617	15.0	0
46428	14642717	9.0	0
46429	14642817	30.0	0
46430	14642917	16.0	0
46431	14643017	11.0	0
46432	14643117	0.0	0
46433	14643217	1.0	0
46434	14643317	11.0	0
46435	14643417	8.0	0
46436	14643517	1.0	0
46437	14643617	6.0	0
46438	14643717	1.0	0
46439	14643817	0.0	0
46440	14643917	0.0	0
46441	14644017	7.0	0
46442	14644117	0.0	0
46443	14644217	0.0	0
46444	14644317	5.0	0
46445	14644417	0.0	0
46446	14644517	3.0	0
46447	14644617	0.0	0
46448	14644717	6.0	0
46449	14644817	16.0	0
46450	14644917	3.0	0
46451	14645017	1.0	0
46452	14645117	2.0	0
46453	14645217	0.0	0
46454	14645317	4.0	0
46455	14645417	0.0	0
46456	14645517	1.0	0
46457	14645617	5.0	0
46458	14645717	4.0	0
46459	14645817	2.0	0
46460	14645917	13.0	0
46461	14646017	3.0	0
46462	14646117	3.0	0
46463	14646217	1.0	0
46464	14646317	0.0	0
46465	14646417	0.0	0
46466	14646517	14.0	0
46467	14646617	12.0	0
46468	14646717	4.0	0
46469	14646817	6.0	0
46470	14646917	2.0	0
46471	14647017	23.0	0
46472	14647117	10.0	0
46473	14647217	4.0	0
46474	14647317	2.0	0
46475	14647417	0.0	0
46476	14647517	3.0	0
46477	14647617	13.0	0
46478	14647717	0.0	0
46479	14647817	9.0	0
46480	14647917	3.0	0
46481	14648017	16.0	0
46482	14648117	5.0	0
46483	14648217	3.0	0
46484	14648317	0.0	0
46485	14648417	0.0	0
46486	14648517	7.0	0
46487	14648617	0.0	0
46488	14648717	2.0	0
46489	14648817	4.0	0
46490	14648917	9.0	0
46491	14649017	6.0	0
46492	14649117	3.0	0
46493	14649217	2.0	0
46494	14649317	3.0	0
46495	14649417	0.0	0
46496	14649517	3.0	0
46497	14649617	2.0	0
46498	14649717	0.0	0
46499	14649817	11.0	0
46500	14649917	7.0	0
46501	14650017	12.0	0
46502	14650117	19.0	0
46503	14650217	4.0	0
46504	14650317	2.0	0
46505	14650417	10.0	0
46506	14650517	6.0	0
46507	14650617	22.0	0
46508	14650717	16.0	0
46509	14650817	8.0	0
46510	14650917	6.0	0
46511	14651017	9.0	0
46512	14651117	13.0	0
46513	14651217	4.0	0
46514	14651317	2.0	0
46515	14651417	13.0	0
46516	14651517	7.0	0
46517	14651617	7.0	0
46518	14651717	0.0	0
46519	14651817	1.0	0
46520	14651917	4.0	0
46521	14652017	15.0	0
46522	14652117	12.0	0
46523	14652217	3.0	0
46524	14652317	3.0	0
46525	14652417	0.0	0
46526	14652517	1.0	0
46527	14652617	1.0	0
46528	14652717	2.0	0
46529	14652817	0.0	0
46530	14652917	0.0	0
46531	14653017	12.0	0
46532	14653117	1.0	0
46533	14653217	0.0	0
46534	14653317	0.0	0
46535	14653417	0.0	0
46536	14653517	8.0	0
46537	14653617	3.0	0
46538	14653717	11.0	0
46539	14653817	8.0	0
46540	14653917	3.0	0
46541	14654017	22.0	0
46542	14654117	6.0	0
46543	14654217	3.0	0
46544	14654317	2.0	0
46545	14654417	8.0	0
46546	14654517	0.0	0
46547	14654617	0.0	0
46548	14654717	2.0	0
46549	14654817	33.0	0
46550	14654917	12.0	0
46551	14655017	8.0	0
46552	14655117	9.0	0
46553	14655217	0.0	0
46554	14655317	2.0	0
46555	14655417	0.0	0
46556	14655517	3.0	0
46557	14655617	13.0	0
46558	14655717	0.0	0
46559	14655817	1.0	0
46560	14655917	0.0	0
46561	14656017	0.0	0
46562	14656117	4.0	0
46563	14656217	0.0	0
46564	14656317	0.0	0
46565	14656417	0.0	0
46566	14656517	6.0	0
46567	14656617	5.0	0
46568	14656717	22.0	0
46569	14656817	13.0	0
46570	14656917	3.0	0
46571	14657017	28.0	0
46572	14657117	9.0	0
46573	14657217	10.0	0
46574	14657317	35.0	0
46575	14657417	33.0	0
46576	14657517	7.0	0
46577	14657617	9.0	0
46578	14657717	1.0	0
46579	14657817	0.0	0
46580	14657917	7.0	0
46581	14658017	1.0	0
46582	14658117	4.0	0
46583	14658217	1.0	0
46584	14658317	0.0	0
46585	14658417	0.0	0
46586	14658517	9.0	0
46587	14658617	6.0	0
46588	14658717	0.0	0
46589	14658817	24.0	0
46590	14658917	2.0	0
46591	14659017	6.0	0
46592	14659117	2.0	0
46593	14659217	9.0	0
46594	14659317	0.0	0
46595	14659417	4.0	0
46596	14659517	14.0	0
46597	14659617	2.0	0
46598	14659717	10.0	0
46599	14659817	11.0	0
46600	14659917	18.0	0
46601	14660017	2.0	0
46602	14660117	5.0	0
46603	14660217	15.0	0
46604	14660317	10.0	0
46605	14660417	0.0	0
46606	14660517	1.0	0
46607	14660617	11.0	0
46608	14660717	16.0	0
46609	14660817	2.0	0
46610	14660917	4.0	0
46611	14661017	0.0	0
46612	14661117	1.0	0
46613	14661217	4.0	0
46614	14661317	14.0	0
46615	14661417	4.0	0
46616	14661517	5.0	0
46617	14661617	5.0	0
46618	14661717	16.0	0
46619	14661817	10.0	0
46620	14661917	30.0	0
46621	14662017	15.0	0
46622	14662117	4.0	0
46623	14662217	6.0	0
46624	14662317	15.0	0
46625	14662417	24.0	0
46626	14662517	0.0	0
46627	14662617	0.0	0
46628	14662717	0.0	0
46629	14662817	0.0	0
46630	14662917	0.0	0
46631	14663017	3.0	0
46632	14663117	19.0	0
46633	14663217	0.0	0
46634	14663317	0.0	0
46635	14663417	2.0	0
46636	14663517	5.0	0
46637	14663617	1.0	0
46638	14663717	0.0	0
46639	14663817	1.0	0
46640	14663917	13.0	0
46641	14664017	15.0	0
46642	14664117	17.0	0
46643	14664217	2.0	0
46644	14664317	5.0	0
46645	14664417	15.0	0
46646	14664517	6.0	0
46647	14664617	10.0	0
46648	14664717	6.0	0
46649	14664817	1.0	0
46650	14664917	2.0	0
46651	14665017	22.0	0
46652	14665117	7.0	0
46653	14665217	2.0	0
46654	14665317	0.0	0
46655	14665417	1.0	0
46656	14665517	3.0	0
46657	14665617	0.0	0
46658	14665717	8.0	0
46659	14665817	0.0	0
46660	14665917	2.0	0
46661	14666017	5.0	0
46662	14666117	8.0	0
46663	14666217	15.0	0
46664	14666317	8.0	0
46665	14666417	9.0	0
46666	14666517	17.0	0
46667	14666617	12.0	0
46668	14666717	0.0	0
46669	14666817	0.0	0
46670	14666917	0.0	0
46671	14667017	0.0	0
46672	14667117	12.0	0
46673	14667217	14.0	0
46674	14667317	5.0	0
46675	14667417	7.0	0
46676	14667517	8.0	0
46677	14667617	0.0	0
46678	14667717	5.0	0
46679	14667817	2.0	0
46680	14667917	0.0	0
46681	14668017	0.0	0
46682	14668117	0.0	0
46683	14668217	6.0	0
46684	14668317	0.0	0
46685	14668417	30.0	0
46686	14668517	6.0	0
46687	14668617	7.0	0
46688	14668717	14.0	0
46689	14668817	10.0	0
46690	14668917	9.0	0
46691	14669017	4.0	0
46692	14669117	1.0	0
46693	14669217	7.0	0
46694	14669317	3.0	0
46695	14669417	7.0	0
46696	14669517	0.0	0
46697	14669617	6.0	0
46698	14669717	4.0	0
46699	14669817	3.0	0
46700	14669917	12.0	0
46701	14670017	0.0	0
46702	14670117	0.0	0
46703	14670217	4.0	0
46704	14670317	0.0	0
46705	14670417	3.0	0
46706	14670517	3.0	0
46707	14670617	5.0	0
46708	14670717	21.0	0
46709	14670817	3.0	0
46710	14670917	7.0	0
46711	14671017	9.0	0
46712	14671117	9.0	0
46713	14671217	12.0	0
46714	14671317	1.0	0
46715	14671417	4.0	0
46716	14671517	0.0	0
46717	14671617	0.0	0
46718	14671717	8.0	0
46719	14671817	3.0	0
46720	14671917	5.0	0
46721	14672017	0.0	0
46722	14672117	1.0	0
46723	14672217	2.0	0
46724	14672317	18.0	0
46725	14672417	5.0	0
46726	14672517	4.0	0
46727	14672617	1.0	0
46728	14672717	9.0	0
46729	14672817	11.0	0
46730	14672917	1.0	0
46731	14673017	0.0	0
46732	14673117	1.0	0
46733	14673217	0.0	0
46734	14673317	2.0	0
46735	14673417	0.0	0
46736	14673517	0.0	0
46737	14673617	0.0	0
46738	14673717	0.0	0
46739	14673817	9.0	0
46740	14673917	3.0	0
46741	14674017	0.0	0
46742	14674117	0.0	0
46743	14674217	0.0	0
46744	14674317	0.0	0
46745	14674417	3.0	0
46746	14674517	40.0	0
46747	14674617	2.0	0
46748	14674717	33.0	0
46749	14674817	5.0	0
46750	14674917	21.0	0
46751	14675017	4.0	0
46752	14675117	0.0	0
46753	14675217	0.0	0
46754	14675317	0.0	0
46755	14675417	5.0	0
46756	14675517	4.0	0
46757	14675617	17.0	0
46758	14675717	10.0	0
46759	14675817	6.0	0
46760	14675917	4.0	0
46761	14676017	2.0	0
46762	14676117	1.0	0
46763	14676217	0.0	0
46764	14676317	0.0	0
46765	14676417	0.0	0
46766	14676517	7.0	0
46767	14676617	10.0	0
46768	14676717	10.0	0
46769	14676817	21.0	0
46770	14676917	9.0	0
46771	14677017	13.0	0
46772	14677117	8.0	0
46773	14677217	5.0	0
46774	14677317	20.0	0
46775	14677417	13.0	0
46776	14677517	7.0	0
46777	14677617	2.0	0
46778	14677717	0.0	0
46779	14677817	5.0	0
46780	14677917	22.0	0
46781	14678017	2.0	0
46782	14678117	10.0	0
46783	14678217	0.0	0
46784	14678317	0.0	0
46785	14678417	0.0	0
46786	14678517	0.0	0
46787	14678617	2.0	0
46788	14678717	1.0	0
46789	14678817	2.0	0
46790	14678917	9.0	0
46791	14679017	18.0	0
46792	14679117	0.0	0
46793	14679217	0.0	0
46794	14679317	1.0	0
46795	14679417	0.0	0
46796	14679517	0.0	0
46797	14679617	4.0	0
46798	14679717	0.0	0
46799	14679817	0.0	0
46800	14679917	4.0	0
46801	14680017	3.0	0
46802	14680117	0.0	0
46803	14680217	0.0	0
46804	14680317	9.0	0
46805	14680417	2.0	0
46806	14680517	3.0	0
46807	14680617	1.0	0
46808	14680717	0.0	0
46809	14680817	0.0	0
46810	14680917	0.0	0
46811	14681017	0.0	0
46812	14681117	20.0	0
46813	14681217	4.0	0
46814	14681317	7.0	0
46815	14681417	0.0	0
46816	14681517	3.0	0
46817	14681617	2.0	0
46818	14681717	15.0	0
46819	14681817	16.0	0
46820	14681917	24.0	0
46821	14682017	6.0	0
46822	14682117	43.0	0
46823	14682217	25.0	0
46824	14682317	6.0	0
46825	14682417	14.0	0
46826	14682517	2.0	0
46827	14682617	4.0	0
46828	14682717	15.0	0
46829	14682817	12.0	0
46830	14682917	10.0	0
46831	14683017	32.0	0
46832	14683117	8.0	0
46833	14683217	43.0	0
46834	14683317	24.0	0
46835	14683417	10.0	0
46836	14683517	2.0	0
46837	14683617	24.0	0
46838	14683717	7.0	0
46839	14683817	10.0	0
46840	14683917	3.0	0
46841	14684017	4.0	0
46842	14684117	1.0	0
46843	14684217	1.0	0
46844	14684317	2.0	0
46845	14684417	9.0	0
46846	14684517	2.0	0
46847	14684617	2.0	0
46848	14684717	0.0	0
46849	14684817	1.0	0
46850	14684917	3.0	0
46851	14685017	7.0	0
46852	14685117	0.0	0
46853	14685217	15.0	0
46854	14685317	4.0	0
46855	14685417	1.0	0
46856	14685517	0.0	0
46857	14685617	4.0	0
46858	14685717	7.0	0
46859	14685817	0.0	0
46860	14685917	3.0	0
46861	14686017	2.0	0
46862	14686117	2.0	0
46863	14686217	0.0	0
46864	14686317	3.0	0
46865	14686417	0.0	0
46866	14686517	0.0	0
46867	14686617	0.0	0
46868	14686717	10.0	0
46869	14686817	0.0	0
46870	14686917	0.0	0
46871	14687017	0.0	0
46872	14687117	0.0	0
46873	14687217	2.0	0
46874	14687317	1.0	0
46875	14687417	2.0	0
46876	14687517	0.0	0
46877	14687617	2.0	0
46878	14687717	0.0	0
46879	14687817	0.0	0
46880	14687917	0.0	0
46881	14688017	1.0	0
46882	14688117	2.0	0
46883	14688217	9.0	0
46884	14688317	3.0	0
46885	14688417	12.0	0
46886	14688517	7.0	0
46887	14688617	0.0	0
46888	14688717	1.0	0
46889	14688817	0.0	0
46890	14688917	0.0	0
46891	14689017	0.0	0
46892	14689117	2.0	0
46893	14689217	0.0	0
46894	14689317	0.0	0
46895	14689417	0.0	0
46896	14689517	0.0	0
46897	14689617	0.0	0
46898	14689717	0.0	0
46899	14689817	1.0	0
46900	14689917	0.0	0
46901	14690017	0.0	0
46902	14690117	0.0	0
46903	14690217	0.0	0
46904	14690317	1.0	0
46905	14690417	0.0	0
46906	14690517	0.0	0
46907	14690617	0.0	0
46908	14690717	0.0	0
46909	14690817	2.0	0
46910	14690917	0.0	0
46911	14691017	0.0	0
46912	14691117	1.0	0
46913	14691217	0.0	0
46914	14691317	0.0	0
46915	14691417	1.0	0
46916	14691517	1.0	0
46917	14691617	0.0	0
46918	14691717	0.0	0
46919	14691817	5.0	0
46920	14691917	4.0	0
46921	14692017	1.0	0
46922	14692117	3.0	0
46923	14692217	0.0	0
46924	14692317	3.0	0
46925	14692417	5.0	0
46926	14692517	0.0	0
46927	14692617	4.0	0
46928	14692717	0.0	0
46929	14692817	4.0	0
46930	14692917	13.0	0
46931	14693017	7.0	0
46932	14693117	4.0	0
46933	14693217	13.0	0
46934	14693317	7.0	0
46935	14693417	3.0	0
46936	14693517	0.0	0
46937	14693617	3.0	0
46938	14693717	1.0	0
46939	14693817	15.0	0
46940	14693917	11.0	0
46941	14694017	7.0	0
46942	14694117	0.0	0
46943	14694217	0.0	0
46944	14694317	0.0	0
46945	14694417	1.0	0
46946	14694517	3.0	0
46947	14694617	0.0	0
46948	14694717	0.0	0
46949	14694817	0.0	0
46950	14694917	0.0	0
46951	14695017	0.0	0
46952	14695117	0.0	0
46953	14695217	0.0	0
46954	14695317	4.0	0
46955	14695417	5.0	0
46956	14695517	0.0	0
46957	14695617	0.0	0
46958	14695717	10.0	0
46959	14695817	13.0	0
46960	14695917	5.0	0
46961	14696017	4.0	0
46962	14696117	0.0	0
46963	14696217	3.0	0
46964	14696317	4.0	0
46965	14696417	14.0	0
46966	14696517	2.0	0
46967	14696617	1.0	0
46968	14696717	0.0	0
46969	14696817	0.0	0
46970	14696917	9.0	0
46971	14697017	3.0	0
46972	14697117	0.0	0
46973	14697217	2.0	0
46974	14697317	14.0	0
46975	14697417	0.0	0
46976	14697517	0.0	0
46977	14697617	3.0	0
46978	14697717	2.0	0
46979	14697817	0.0	0
46980	14697917	2.0	0
46981	14698017	0.0	0
46982	14698117	0.0	0
46983	14698217	0.0	0
46984	14698317	2.0	0
46985	14698417	1.0	0
46986	14698517	6.0	0
46987	14698617	2.0	0
46988	14698717	0.0	0
46989	14698817	1.0	0
46990	14698917	0.0	0
46991	14699017	5.0	0
46992	14699117	8.0	0
46993	14699217	0.0	0
46994	14699317	0.0	0
46995	14699417	1.0	0
46996	14699517	0.0	0
46997	14699617	6.0	0
46998	14699717	0.0	0
46999	14699817	0.0	0
47000	14699917	3.0	0
47001	14700017	7.0	0
47002	14700117	9.0	0
47003	14700217	0.0	0
47004	14700317	4.0	0
47005	14700417	0.0	0
47006	14700517	0.0	0
47007	14700617	0.0	0
47008	14700717	0.0	0
47009	14700817	0.0	0
47010	14700917	0.0	0
47011	14701017	3.0	0
47012	14701117	8.0	0
47013	14701217	0.0	0
47014	14701317	0.0	0
47015	14701417	0.0	0
47016	14701517	4.0	0
47017	14701617	5.0	0
47018	14701717	12.0	0
47019	14701817	1.0	0
47020	14701917	8.0	0
47021	14702017	3.0	0
47022	14702117	0.0	0
47023	14702217	0.0	0
47024	14702317	13.0	0
47025	14702417	11.0	0
47026	14702517	0.0	0
47027	14702617	0.0	0
47028	14702717	1.0	0
47029	14702817	2.0	0
47030	14702917	6.0	0
47031	14703017	0.0	0
47032	14703117	0.0	0
47033	14703217	0.0	0
47034	14703317	0.0	0
47035	14703417	0.0	0
47036	14703517	11.0	0
47037	14703617	0.0	0
47038	14703717	0.0	0
47039	14703817	0.0	0
47040	14703917	0.0	0
47041	14704017	5.0	0
47042	14704117	1.0	0
47043	14704217	2.0	0
47044	14704317	0.0	0
47045	14704417	0.0	0
47046	14704517	0.0	0
47047	14704617	2.0	0
47048	14704717	1.0	0
47049	14704817	3.0	0
47050	14704917	0.0	0
47051	14705017	0.0	0
47052	14705117	0.0	0
47053	14705217	0.0	0
47054	14705317	5.0	0
47055	14705417	0.0	0
47056	14705517	0.0	0
47057	14705617	0.0	0
47058	14705717	1.0	0
47059	14705817	0.0	0
47060	14705917	9.0	0
47061	14706017	9.0	0
47062	14706117	53.0	0
47063	14706217	18.0	0
47064	14706317	54.0	0
47065	14706417	17.0	0
47066	14706517	3.0	0
47067	14706617	0.0	0
47068	14706717	8.0	0
47069	14706817	1.0	0
47070	14706917	5.0	0
47071	14707017	3.0	0
47072	14707117	0.0	0
47073	14707217	0.0	0
47074	14707317	0.0	0
47075	14707417	0.0	0
47076	14707517	2.0	0
47077	14707617	2.0	0
47078	14707717	0.0	0
47079	14707817	0.0	0
47080	14707917	8.0	0
47081	14708017	0.0	0
47082	14708117	2.0	0
47083	14708217	3.0	0
47084	14708317	3.0	0
47085	14708417	5.0	0
47086	14708517	5.0	0
47087	14708617	4.0	0
47088	14708717	6.0	0
47089	14708817	2.0	0
47090	14708917	3.0	0
47091	14709017	2.0	0
47092	14709117	0.0	0
47093	14709217	0.0	0
47094	14709317	0.0	0
47095	14709417	0.0	0
47096	14709517	0.0	0
47097	14709617	1.0	0
47098	14709717	3.0	0
47099	14709817	3.0	0
47100	14709917	0.0	0
47101	14710017	1.0	0
47102	14710117	0.0	0
47103	14710217	2.0	0
47104	14710317	0.0	0
47105	14710417	1.0	0
47106	14710517	6.0	0
47107	14710617	7.0	0
47108	14710717	13.0	0
47109	14710817	11.0	0
47110	14710917	0.0	0
47111	14711017	0.0	0
47112	14711117	10.0	0
47113	14711217	1.0	0
47114	14711317	0.0	0
47115	14711417	1.0	0
47116	14711517	0.0	0
47117	14711617	1.0	0
47118	14711717	12.0	0
47119	14711817	3.0	0
47120	14711917	2.0	0
47121	14712017	0.0	0
47122	14712117	0.0	0
47123	14712217	0.0	0
47124	14712317	5.0	0
47125	14712417	0.0	0
47126	14712517	0.0	0
47127	14712617	1.0	0
47128	14712717	1.0	0
47129	14712817	0.0	0
47130	14712917	1.0	0
47131	14713017	4.0	0
47132	14713117	1.0	0
47133	14713217	2.0	0
47134	14713317	0.0	0
47135	14713417	0.0	0
47136	14713517	0.0	0
47137	14713617	2.0	0
47138	14713717	1.0	0
47139	14713817	8.0	0
47140	14713917	13.0	0
47141	14714017	12.0	0
47142	14714117	13.0	0
47143	14714217	2.0	0
47144	14714317	0.0	0
47145	14714417	3.0	0
47146	14714517	7.0	0
47147	14714617	9.0	0
47148	14714717	23.0	0
47149	14714817	9.0	0
47150	14714917	12.0	0
47151	14715017	2.0	0
47152	14715117	7.0	0
47153	14715217	13.0	0
47154	14715317	7.0	0
47155	14715417	0.0	0
47156	14715517	7.0	0
47157	14715617	6.0	0
47158	14715717	6.0	0
47159	14715817	1.0	0
47160	14715917	7.0	0
47161	14716017	0.0	0
47162	14716117	0.0	0
47163	14716217	0.0	0
47164	14716317	0.0	0
47165	14716417	0.0	0
47166	14716517	0.0	0
47167	14716617	2.0	0
47168	14716717	3.0	0
47169	14716817	7.0	0
47170	14716917	6.0	0
47171	14717017	0.0	0
47172	14717117	0.0	0
47173	14717217	0.0	0
47174	14717317	0.0	0
47175	14717417	7.0	0
47176	14717517	1.0	0
47177	14717617	0.0	0
47178	14717717	0.0	0
47179	14717817	0.0	0
47180	14717917	2.0	0
47181	14718017	7.0	0
47182	14718117	0.0	0
47183	14718217	1.0	0
47184	14718317	2.0	0
47185	14718417	6.0	0
47186	14718517	2.0	0
47187	14718617	0.0	0
47188	14718717	0.0	0
47189	14718817	0.0	0
47190	14718917	0.0	0
47191	14719017	0.0	0
47192	14719117	0.0	0
47193	14719217	1.0	0
47194	14719317	12.0	0
47195	14719417	8.0	0
47196	14719517	4.0	0
47197	14719617	4.0	0
47198	14719717	0.0	0
47199	14719817	1.0	0
47200	14719917	7.0	0
47201	14720017	2.0	0
47202	14720117	0.0	0
47203	14720217	2.0	0
47204	14720317	0.0	0
47205	14720417	0.0	0
47206	14720517	12.0	0
47207	14720617	1.0	0
47208	14720717	0.0	0
47209	14720817	4.0	0
47210	14720917	3.0	0
47211	14721017	10.0	0
47212	14721117	2.0	0
47213	14721217	11.0	0
47214	14721317	0.0	0
47215	14721417	1.0	0
47216	14721517	0.0	0
47217	14721617	3.0	0
47218	14721717	0.0	0
47219	14721817	3.0	0
47220	14721917	1.0	0
47221	14722017	1.0	0
47222	14722117	2.0	0
47223	14722217	0.0	0
47224	14722317	2.0	0
47225	14722417	6.0	0
47226	14722517	11.0	0
47227	14722617	0.0	0
47228	14722717	0.0	0
47229	14722817	3.0	0
47230	14722917	3.0	0
47231	14723017	3.0	0
47232	14723117	4.0	0
47233	14723217	5.0	0
47234	14723317	0.0	0
47235	14723417	0.0	0
47236	14723517	0.0	0
47237	14723617	5.0	0
47238	14723717	8.0	0
47239	14723817	0.0	0
47240	14723917	0.0	0
47241	14724017	6.0	0
47242	14724117	9.0	0
47243	14724217	14.0	0
47244	14724317	5.0	0
47245	14724417	0.0	0
47246	14724517	0.0	0
47247	14724617	0.0	0
47248	14724717	1.0	0
47249	14724817	12.0	0
47250	14724917	9.0	0
47251	14725017	2.0	0
47252	14725117	0.0	0
47253	14725217	5.0	0
47254	14725317	2.0	0
47255	14725417	8.0	0
47256	14725517	7.0	0
47257	14725617	12.0	0
47258	14725717	5.0	0
47259	14725817	5.0	0
47260	14725917	0.0	0
47261	14726017	7.0	0
47262	14726117	1.0	0
47263	14726217	5.0	0
47264	14726317	9.0	0
47265	14726417	3.0	0
47266	14726517	19.0	0
47267	14726617	12.0	0
47268	14726717	0.0	0
47269	14726817	0.0	0
47270	14726917	2.0	0
47271	14727017	5.0	0
47272	14727117	1.0	0
47273	14727217	0.0	0
47274	14727317	0.0	0
47275	14727417	4.0	0
47276	14727517	0.0	0
47277	14727617	0.0	0
47278	14727717	2.0	0
47279	14727817	5.0	0
47280	14727917	3.0	0
47281	14728017	0.0	0
47282	14728117	0.0	0
47283	14728217	0.0	0
47284	14728317	1.0	0
47285	14728417	2.0	0
47286	14728517	8.0	0
47287	14728617	0.0	0
47288	14728717	0.0	0
47289	14728817	6.0	0
47290	14728917	0.0	0
47291	14729017	0.0	0
47292	14729117	0.0	0
47293	14729217	3.0	0
47294	14729317	1.0	0
47295	14729417	0.0	0
47296	14729517	3.0	0
47297	14729617	5.0	0
47298	14729717	5.0	0
47299	14729817	3.0	0
47300	14729917	15.0	0
47301	14730017	9.0	0
47302	14730117	0.0	0
47303	14730217	0.0	0
47304	14730317	3.0	0
47305	14730417	1.0	0
47306	14730517	0.0	0
47307	14730617	3.0	0
47308	14730717	7.0	0
47309	14730817	1.0	0
47310	14730917	0.0	0
47311	14731017	9.0	0
47312	14731117	2.0	0
47313	14731217	0.0	0
47314	14731317	3.0	0
47315	14731417	4.0	0
47316	14731517	0.0	0
