	Chromosome	gene_id	Length	open_S2	Stage	gene_name
93	17	ENSMUSG00000063576	815.0	0.4075	NC	Klhdc3
94	17	ENSMUSG00000004945	805.0	0.4025	NC	Tmem242
95	17	ENSMUSG00000007050	620.0	0.31	NC	Lsm2
96	17	ENSMUSG00000034673	325.0	0.1625	NC	Pbx2
97	17	ENSMUSG00000024050	300.0	0.15	NC	Wiz
98	17	ENSMUSG00000039615	950.0	0.475	NC	Stub1
99	17	ENSMUSG00000034165	470.0	0.235	NC	Ccnd3
100	17	ENSMUSG00000024099	545.0	0.2725	NC	Ndufv2
101	17	ENSMUSG00000015478	1198.0	0.599	NC	Rnf5
102	17	ENSMUSG00000048027	498.0	0.249	NC	Rgmb
103	17	ENSMUSG00000024165	875.0	0.4375	NC	Jpt2
104	17	ENSMUSG00000001576	155.0	0.0775	NC	Ergic1
105	17	ENSMUSG00000004865	453.0	0.2265	NC	Srpk1
106	17	ENSMUSG00000033475	800.0	0.4	NC	Tomm6
107	17	ENSMUSG00000024194	900.0	0.45	NC	Cuta
108	17	ENSMUSG00000015575	365.0	0.1825	NC	Atp6v0e
109	17	ENSMUSG00000057411	681.0	0.3405	NC	Fam173a
110	17	ENSMUSG00000066878	0.0	0.0	NC	Gm10184
111	17	ENSMUSG00000024045	1295.0	0.6475	NC	Akap8
112	17	ENSMUSG00000002658	830.0	0.415	NC	Gtf2f1
113	17	ENSMUSG00000023967	205.0	0.1025	NC	Mrps18a
114	17	ENSMUSG00000002660	835.0	0.4175	NC	Clpp
115	17	ENSMUSG00000023932	940.0	0.47	NC	Cdc5l
116	17	ENSMUSG00000041319	540.0	0.27	NC	Thoc6
117	17	ENSMUSG00000041057	512.0	0.256	NC	Wdr43
118	17	ENSMUSG00000067150	785.0	0.3925	NC	Xpo5
119	17	ENSMUSG00000060475	0.0	0.0	NC	Wtap
120	17	ENSMUSG00000024197	100.0	0.05	NC	Plin3
121	17	ENSMUSG00000062078	423.0	0.2115	NC	Qk
122	17	ENSMUSG00000024422	525.0	0.2625	NC	Dhx16
123	17	ENSMUSG00000002768	0.0	0.0	NC	Mea1
124	17	ENSMUSG00000024177	675.0	0.3375	NC	Nme4
125	17	ENSMUSG00000005936	100.0	0.05	NC	Kctd20
126	17	ENSMUSG00000038545	715.0	0.3575	NC	Cul7
127	17	ENSMUSG00000025728	425.0	0.2125	NC	Pigq
128	17	ENSMUSG00000003200	505.0	0.2525	NC	Sh3gl1
129	17	ENSMUSG00000024073	1190.0	0.595	NC	Birc6
130	17	ENSMUSG00000061950	140.0	0.07	NC	Ppp4r1
131	17	ENSMUSG00000068036	251.0	0.1255	NC	Afdn
132	17	ENSMUSG00000040097	650.0	0.325	NC	Flywch1
133	17	ENSMUSG00000049760	995.0	0.4975	NC	Micos13
134	17	ENSMUSG00000002625	705.0	0.3525	NC	Akap8l
135	17	ENSMUSG00000058392	565.0	0.2825	NC	Rrp1b
136	17	ENSMUSG00000034377	234.0	0.117	NC	Tulp4
137	17	ENSMUSG00000024120	780.0	0.39	NC	Lrpprc
138	17	ENSMUSG00000023883	0.0	0.0	NC	Phf10
139	17	ENSMUSG00000041354	1075.0	0.5375	NC	Rgl2
140	17	ENSMUSG00000041130	310.0	0.155	NC	Zfp598
141	17	ENSMUSG00000023939	921.0	0.4605	NC	Mrpl14
142	17	ENSMUSG00000061046	580.0	0.29	NC	Haghl
143	17	ENSMUSG00000036552	0.0	0.0	NC	Ermard
144	17	ENSMUSG00000062591	575.0	0.2875	NC	Tubb4a
145	17	ENSMUSG00000036315	650.0	0.325	NC	Znrd1
146	17	ENSMUSG00000096361	360.0	0.18	NC	Gm5814
147	17	ENSMUSG00000057789	788.0	0.394	NC	Bak1
148	17	ENSMUSG00000045394	110.0	0.055	NC	Epcam
149	17	ENSMUSG00000058704	75.0	0.0375	NC	Memo1
150	17	ENSMUSG00000039656	1025.0	0.5125	NC	Rxrb
151	17	ENSMUSG00000023902	0.0	0.0	NC	Zscan10
152	17	ENSMUSG00000039154	485.0	0.2425	NC	Shd
153	17	ENSMUSG00000080316	535.0	0.2675	NC	Spaca6
154	17	ENSMUSG00000039183	1120.0	0.56	NC	Nubp2
155	17	ENSMUSG00000044477	545.0	0.2725	NC	Zfand3
156	17	ENSMUSG00000023952	1090.0	0.545	NC	Gtpbp2
157	17	ENSMUSG00000073423	365.0	0.1825	NC	Zfp414
158	17	ENSMUSG00000057388	1035.0	0.5175	NC	Mrpl18
159	17	ENSMUSG00000053436	735.0	0.3675	NC	Mapk14
160	17	ENSMUSG00000000579	0.0	0.0	NC	Dynlt1c
161	17	ENSMUSG00000056692	515.0	0.2575	NC	Ilrun
162	17	ENSMUSG00000015461	735.0	0.3675	NC	Atf6b
163	17	ENSMUSG00000023827	981.0	0.4905	NC	Agpat4
164	17	ENSMUSG00000014773	655.0	0.3275	NC	Dll1
165	17	ENSMUSG00000024429	887.0	0.4435	NC	Gnl1
166	17	ENSMUSG00000025733	495.0	0.2475	NC	Rhot2
167	17	ENSMUSG00000039220	760.0	0.38	NC	Ppp1r10
168	17	ENSMUSG00000001524	205.0	0.1025	NC	Gtf2h4
169	17	ENSMUSG00000024002	360.0	0.18	NC	Brd4
170	17	ENSMUSG00000040658	470.0	0.235	NC	Dnph1
171	17	ENSMUSG00000024212	265.0	0.1325	NC	Mllt1
172	17	ENSMUSG00000024201	555.0	0.2775	NC	Kdm4b
173	17	ENSMUSG00000023904	470.0	0.235	NC	Hcfc1r1
174	17	ENSMUSG00000023830	290.0	0.145	NC	Igf2r
175	17	ENSMUSG00000002307	1264.0	0.632	NC	Daxx
176	17	ENSMUSG00000059714	408.0	0.204	NC	Flot1
177	17	ENSMUSG00000032624	155.0	0.0775	NC	Eml4
178	17	ENSMUSG00000002496	360.0	0.18	NC	Tsc2
179	17	ENSMUSG00000024146	908.0	0.454	NC	Cript
180	17	ENSMUSG00000012296	410.0	0.205	NC	Tjap1
181	17	ENSMUSG00000025736	894.0	0.447	NC	Jmjd8
182	17	ENSMUSG00000016946	460.0	0.23	NC	Kctd5
183	17	ENSMUSG00000040688	280.0	0.14	NC	Tbl3
184	17	ENSMUSG00000052105	550.0	0.275	NC	Mtcl1
185	17	ENSMUSG00000002835	405.0	0.2025	NC	Chaf1a
186	17	ENSMUSG00000019579	485.0	0.2425	NC	Mydgf
187	17	ENSMUSG00000079471	485.0	0.2425	NC	Mymx
188	17	ENSMUSG00000071074	1125.0	0.5625	NC	Yipf3
189	17	ENSMUSG00000061607	860.0	0.43	NC	Mdc1
190	17	ENSMUSG00000061232	985.0	0.4925	NC	H2-K1
191	17	ENSMUSG00000034729	520.0	0.26	NC	Mrps10
192	17	ENSMUSG00000040356	625.0	0.3125	NC	Skiv2l
193	17	ENSMUSG00000040771	915.0	0.4575	NC	Oard1
194	17	ENSMUSG00000024095	358.0	0.179	NC	Hnrnpll
195	17	ENSMUSG00000024127	821.0	0.4105	NC	Prepl
196	17	ENSMUSG00000038838	1230.0	0.615	NC	Vars2
197	17	ENSMUSG00000007603	999.0	0.4995	NC	Dus3l
198	17	ENSMUSG00000024081	715.0	0.3575	NC	Cebpz
199	17	ENSMUSG00000035521	595.0	0.2975	NC	Gnptg
200	17	ENSMUSG00000024083	290.0	0.145	NC	Pja2
201	17	ENSMUSG00000001229	400.0	0.2	NC	Dpp9
202	17	ENSMUSG00000024098	470.0	0.235	NC	Twsg1
203	17	ENSMUSG00000024312	1048.0	0.524	NC	Wdr46
204	17	ENSMUSG00000024222	605.0	0.3025	NC	Fkbp5
205	17	ENSMUSG00000055817	685.0	0.3425	NC	Mta3
206	17	ENSMUSG00000024319	1140.0	0.57	NC	Vps52
207	17	ENSMUSG00000024054	640.0	0.32	NC	Smchd1
208	17	ENSMUSG00000024191	770.0	0.385	NC	Bnip1
209	17	ENSMUSG00000024063	1062.0	0.531	NC	Lbh
210	17	ENSMUSG00000023973	725.0	0.3625	NC	Cnpy3
211	17	ENSMUSG00000023977	810.0	0.405	NC	Ubr2
212	17	ENSMUSG00000040482	1441.0	0.7205	NC	Dxo
213	17	ENSMUSG00000056515	680.0	0.34	NC	Rab31
214	17	ENSMUSG00000024096	345.0	0.1725	NC	Ralbp1
215	17	ENSMUSG00000037089	531.0	0.2655	NC	Slc35b2
216	17	ENSMUSG00000023852	494.0	0.247	NC	Chd1
217	17	ENSMUSG00000024436	760.0	0.38	NC	Mrps18b
218	17	ENSMUSG00000019578	290.0	0.145	NC	Ubxn6
219	17	ENSMUSG00000024068	345.0	0.1725	NC	Spast
220	17	ENSMUSG00000042099	645.0	0.3225	NC	Kank3
221	17	ENSMUSG00000024014	660.0	0.33	NC	Pim1
222	17	ENSMUSG00000024220	365.0	0.1825	NC	Zfp523
223	17	ENSMUSG00000044857	235.0	0.1175	NC	Lemd2
224	17	ENSMUSG00000023971	910.0	0.455	NC	Rrp36
225	17	ENSMUSG00000017831	955.0	0.4775	NC	Rab5a
226	17	ENSMUSG00000024218	358.0	0.179	NC	Taf11
227	17	ENSMUSG00000061062	0.0	0.0	NC	Hdac1-ps
228	17	ENSMUSG00000024130	1040.0	0.52	NC	Abca3
229	17	ENSMUSG00000043445	934.0	0.467	NC	Pgp
230	17	ENSMUSG00000046201	435.0	0.2175	NC	Scaf8
231	17	ENSMUSG00000038146	285.0	0.1425	NC	Notch3
232	17	ENSMUSG00000024150	670.0	0.335	NC	Mcfd2
233	17	ENSMUSG00000091742	0.0	0.0	NC	Gm5093
234	17	ENSMUSG00000024301	195.0	0.0975	NC	Kifc5b
235	17	ENSMUSG00000024457	575.0	0.2875	NC	Trim26
236	17	ENSMUSG00000037098	747.0	0.3735	NC	Rab11fip3
237	17	ENSMUSG00000024182	315.0	0.1575	NC	Axin1
238	17	ENSMUSG00000007038	700.0	0.35	NC	Neu1
239	17	ENSMUSG00000073411	467.0	0.2335	NC	H2-D1
240	17	ENSMUSG00000011589	235.0	0.1175	NC	Fsd1
241	17	ENSMUSG00000046329	805.0	0.4025	NC	Slc25a23
242	17	ENSMUSG00000034345	590.0	0.295	NC	Gtf2h5
243	17	ENSMUSG00000015474	780.0	0.39	NC	Ppt2
244	17	ENSMUSG00000023906	235.0	0.1175	NC	Cldn6
245	17	ENSMUSG00000038880	843.0	0.4215	NC	Mrps34
246	17	ENSMUSG00000007036	285.0	0.1425	NC	Abhd16a
247	17	ENSMUSG00000034595	770.0	0.385	NC	Ppp1r18
248	17	ENSMUSG00000023994	909.0	0.4545	NC	Nfya
249	17	ENSMUSG00000014426	300.0	0.15	NC	Map3k4
250	17	ENSMUSG00000015126	595.0	0.2975	NC	Tsr3
251	17	ENSMUSG00000024132	740.0	0.37	NC	Eci1
252	17	ENSMUSG00000036398	370.0	0.185	NC	Ppp1r11
253	17	ENSMUSG00000069135	85.0	0.0425	NC	Fgfr1op
254	17	ENSMUSG00000024070	380.0	0.19	NC	Prkd3
255	17	ENSMUSG00000025731	1050.0	0.525	NC	Mettl26
256	17	ENSMUSG00000006818	335.0	0.1675	NC	Sod2
257	17	ENSMUSG00000067629	95.0	0.0475	NC	Syngap1
258	17	ENSMUSG00000005371	345.0	0.1725	NC	Fbxo11
259	17	ENSMUSG00000040888	190.0	0.095	NC	Gfer
260	17	ENSMUSG00000061207	1368.0	0.684	NC	Stk19
261	17	ENSMUSG00000024158	0.0	0.0	NC	Hagh
262	17	ENSMUSG00000073468	295.0	0.1475	NC	Sft2d1
263	17	ENSMUSG00000024037	475.0	0.2375	NC	Wdr4
264	17	ENSMUSG00000023809	1030.0	0.515	NC	Rps6ka2
265	17	ENSMUSG00000059811	344.0	0.172	NC	Atl2
266	17	ENSMUSG00000075705	645.0	0.3225	NC	Msrb1
267	17	ENSMUSG00000019487	1048.0	0.524	NC	Trip10
268	17	ENSMUSG00000003546	950.0	0.475	NC	Klc4
269	17	ENSMUSG00000024019	495.0	0.2475	NC	Cmtr1
270	17	ENSMUSG00000055760	555.0	0.2775	NC	Gemin6
271	17	ENSMUSG00000024299	371.0	0.1855	NC	Adamts10
272	17	ENSMUSG00000019214	730.0	0.365	NC	Chtf18
273	17	ENSMUSG00000024446	610.0	0.305	NC	Rpp21
274	17	ENSMUSG00000002017	735.0	0.3675	NC	Fam98a
275	17	ENSMUSG00000024242	722.0	0.361	NC	Map4k3
276	17	ENSMUSG00000007570	465.0	0.2325	NC	Fance
277	17	ENSMUSG00000079557	210.0	0.105	NC	Marchf2
278	17	ENSMUSG00000024042	885.0	0.4425	NC	Sik1
279	17	ENSMUSG00000051390	496.0	0.248	NC	Zbtb22
280	17	ENSMUSG00000077450	795.0	0.3975	NC	Rab11b
281	17	ENSMUSG00000062480	75.0	0.0375	NC	Acat3
282	17	ENSMUSG00000002379	880.0	0.44	NC	Ndufa11
283	17	ENSMUSG00000023938	440.0	0.22	NC	Aars2
284	17	ENSMUSG00000062012	435.0	0.2175	NC	Zfp13
285	17	ENSMUSG00000024122	0.0	0.0	NC	Pdpk1
286	17	ENSMUSG00000090083	440.0	0.22	NC	Rnf8
287	17	ENSMUSG00000024137	856.0	0.428	NC	E4f1
288	17	ENSMUSG00000059791	235.0	0.1175	NC	Nrm
289	17	ENSMUSG00000024325	455.0	0.2275	NC	Ring1
290	17	ENSMUSG00000025737	420.0	0.21	NC	Wdr24
291	17	ENSMUSG00000024044	660.0	0.33	NC	Epb41l3
292	17	ENSMUSG00000024170	605.0	0.3025	NC	Telo2
293	17	ENSMUSG00000092417	1170.0	0.585	NC	Gpank1
294	17	ENSMUSG00000024140	810.0	0.405	NC	Epas1
295	17	ENSMUSG00000023988	540.0	0.27	NC	Bysl
296	17	ENSMUSG00000036473	930.0	0.465	NC	Tbc1d24
297	17	ENSMUSG00000024056	695.0	0.3475	NC	Ndc80
298	17	ENSMUSG00000025738	515.0	0.2575	NC	Fbxl16
299	17	ENSMUSG00000023460	815.0	0.4075	NC	Rab12
300	17	ENSMUSG00000023915	522.0	0.261	NC	Tnfrsf21
301	17	ENSMUSG00000002661	530.0	0.265	NC	Alkbh7
302	17	ENSMUSG00000036636	490.0	0.245	NC	Clcn7
303	17	ENSMUSG00000063952	227.0	0.1135	NC	Brpf3
304	17	ENSMUSG00000023980	495.0	0.2475	NC	Taf8
305	17	ENSMUSG00000023905	545.0	0.2725	NC	Tnfrsf12a
306	17	ENSMUSG00000024219	400.0	0.2	NC	Anks1
307	17	ENSMUSG00000032717	696.0	0.348	NC	Mdfi
308	17	ENSMUSG00000034709	355.0	0.1775	NC	Ppp1r21
309	17	ENSMUSG00000015605	575.0	0.2875	NC	Srf
310	17	ENSMUSG00000039512	858.0	0.429	NC	Uhrf1bp1
311	17	ENSMUSG00000025730	1030.0	0.515	NC	Rab40c
312	17	ENSMUSG00000024298	460.0	0.23	NC	Zfp871
313	17	ENSMUSG00000024247	546.0	0.273	NC	Pkdcc
314	17	ENSMUSG00000002763	530.0	0.265	NC	Pex6
315	17	ENSMUSG00000024169	1507.0	0.7535	NC	Ift140
316	17	ENSMUSG00000061665	130.0	0.065	NC	Cd2ap
317	17	ENSMUSG00000035051	855.0	0.4275	NC	Dhx57
318	17	ENSMUSG00000090115	75.0	0.0375	NC	Usp49
319	17	ENSMUSG00000055202	680.0	0.34	NC	Zfp811
320	17	ENSMUSG00000073434	410.0	0.205	NC	Wdr90
321	17	ENSMUSG00000015597	443.0	0.2215	NC	Zfp318
322	17	ENSMUSG00000023927	142.0	0.071	NC	Satb1
323	17	ENSMUSG00000023911	615.0	0.3075	NC	Flywch2
324	17	ENSMUSG00000002280	380.0	0.19	NC	Ciao3
325	17	ENSMUSG00000061130	563.0	0.2815	NC	Ppm1b
326	17	ENSMUSG00000041429	360.0	0.18	NC	Nthl1
327	17	ENSMUSG00000036820	845.0	0.4225	NC	Amdhd2
328	17	ENSMUSG00000042203	190.0	0.095	NC	Tbc1d22b
329	17	ENSMUSG00000023912	785.0	0.3925	NC	Slc25a27
330	17	ENSMUSG00000024135	803.0	0.4015	NC	Srbd1
331	17	ENSMUSG00000023861	601.0	0.3005	NC	Mpc1
332	17	ENSMUSG00000069729	365.0	0.1825	NC	Arid1b
333	17	ENSMUSG00000024078	455.0	0.2275	NC	Ttc27
334	17	ENSMUSG00000040312	800.0	0.4	NC	Cchcr1
335	17	ENSMUSG00000052712	240.0	0.12	NC	BC004004
336	17	ENSMUSG00000024052	440.0	0.22	NC	Lpin2
337	17	ENSMUSG00000002308	670.0	0.335	NC	Cd320
338	17	ENSMUSG00000038002	1276.0	0.638	NC	Cramp1l
339	17	ENSMUSG00000050088	810.0	0.405	NC	1600012H06Rik
340	17	ENSMUSG00000002249	685.0	0.3425	NC	Tead3
341	17	ENSMUSG00000024101	330.0	0.165	NC	Washc1
342	17	ENSMUSG00000005823	1100.0	0.55	NC	Gpr108
343	17	ENSMUSG00000024118	475.0	0.2375	NC	Tedc2
344	17	ENSMUSG00000023908	700.0	0.35	NC	Pkmyt1
345	17	ENSMUSG00000045409	195.0	0.0975	NC	Trim39
346	17	ENSMUSG00000002279	820.0	0.41	NC	Lmf1
347	17	ENSMUSG00000001870	925.0	0.4625	NC	Ltbp1
348	17	ENSMUSG00000056121	550.0	0.275	NC	Fez2
349	17	ENSMUSG00000038500	726.0	0.363	NC	Prr3
350	17	ENSMUSG00000042644	431.0	0.2155	NC	Itpr3
351	17	ENSMUSG00000050705	355.0	0.1775	NC	2310061I04Rik
352	17	ENSMUSG00000037326	645.0	0.3225	NC	Capn15
353	17	ENSMUSG00000023921	555.0	0.2775	NC	Mmut
354	17	ENSMUSG00000006705	560.0	0.28	NC	Pknox1
355	17	ENSMUSG00000014767	555.0	0.2775	NC	Tbp
356	17	ENSMUSG00000032855	680.0	0.34	NC	Pkd1
357	17	ENSMUSG00000024074	780.0	0.39	NC	Crim1
358	17	ENSMUSG00000039601	443.0	0.2215	NC	Rcan2
359	17	ENSMUSG00000094724	0.0	0.0	NC	Rnaset2b
360	17	ENSMUSG00000024190	155.0	0.0775	NC	Dusp1
361	17	ENSMUSG00000003541	955.0	0.4775	NC	Ier3
362	17	ENSMUSG00000073422	917.0	0.4585	NC	H2-Ke6
363	17	ENSMUSG00000024142	565.0	0.2825	NC	Mlst8
364	17	ENSMUSG00000038141	0.0	0.0	NC	Tmem181a
365	17	ENSMUSG00000048440	310.0	0.155	NC	Cyp4f16
366	17	ENSMUSG00000000708	333.0	0.1665	NC	Kat2b
367	17	ENSMUSG00000062691	430.0	0.215	NC	Cebpzos
368	17	ENSMUSG00000024308	495.0	0.2475	NC	Tapbp
369	17	ENSMUSG00000024143	450.0	0.225	NC	Rhoq
370	17	ENSMUSG00000023940	670.0	0.335	NC	Sgo1
371	17	ENSMUSG00000024187	755.0	0.3775	NC	Fam234a
372	17	ENSMUSG00000054723	770.0	0.385	NC	Vmac
373	17	ENSMUSG00000003208	245.0	0.1225	NC	Yju2
374	17	ENSMUSG00000024112	304.0	0.152	NC	Cacna1h
375	17	ENSMUSG00000035842	600.0	0.3	NC	Ddx11
0	6	ENSMUSG00000057841	560.0	0.28	NC	Rpl32
1	6	ENSMUSG00000057666	1480.0	0.74	NC	Gapdh
2	6	ENSMUSG00000079523	715.0	0.3575	NC	Tmsb10
3	6	ENSMUSG00000004980	1529.0	0.7645	NC	Hnrnpa2b1
4	6	ENSMUSG00000036371	95.0	0.0475	NC	Serbp1
5	6	ENSMUSG00000030007	1570.0	0.785	NC	Cct7
6	6	ENSMUSG00000030057	650.0	0.325	NC	Cnbp
7	6	ENSMUSG00000023456	1245.0	0.6225	NC	Tpi1
8	6	ENSMUSG00000051695	1470.0	0.735	NC	Pcbp1
9	6	ENSMUSG00000030357	766.0	0.383	NC	Fkbp4
10	6	ENSMUSG00000051855	75.0	0.0375	NC	Mest
11	6	ENSMUSG00000092035	625.0	0.3125	NC	Peg10
12	6	ENSMUSG00000003153	940.0	0.47	NC	Slc2a3
13	6	ENSMUSG00000063870	547.0	0.2735	NC	Chd4
14	6	ENSMUSG00000029777	593.0	0.2965	NC	Gars
15	6	ENSMUSG00000030120	945.0	0.4725	NC	Mlf2
16	6	ENSMUSG00000029922	570.0	0.285	NC	Mkrn1
17	6	ENSMUSG00000030189	737.0	0.3685	NC	Ybx3
18	6	ENSMUSG00000029632	500.0	0.25	NC	Ndufa4
19	6	ENSMUSG00000002870	550.0	0.275	NC	Mcm2
20	6	ENSMUSG00000030246	1055.0	0.5275	NC	Ldhb
21	6	ENSMUSG00000038252	933.0	0.4665	NC	Ncapd2
22	6	ENSMUSG00000029752	714.0	0.357	NC	Asns
23	6	ENSMUSG00000004264	1225.0	0.6125	NC	Phb2
24	6	ENSMUSG00000042079	0.0	0.0	NC	Hnrnpf
25	6	ENSMUSG00000030122	530.0	0.265	NC	Ptms
26	6	ENSMUSG00000030082	770.0	0.385	NC	Sec61a1
27	6	ENSMUSG00000004268	1155.0	0.5775	NC	Emg1
28	6	ENSMUSG00000001424	0.0	0.0	NC	Snd1
29	6	ENSMUSG00000030342	797.0	0.3985	NC	Cd9
30	6	ENSMUSG00000005892	505.0	0.2525	NC	Trh
31	6	ENSMUSG00000040669	570.0	0.285	NC	Phc1
32	6	ENSMUSG00000038429	1425.0	0.7125	NC	Usp5
33	6	ENSMUSG00000000184	820.0	0.41	NC	Ccnd2
34	6	ENSMUSG00000030298	540.0	0.27	NC	Sec13
35	6	ENSMUSG00000029767	900.0	0.45	NC	Calu
36	6	ENSMUSG00000063415	535.0	0.2675	NC	Cyp26b1
37	6	ENSMUSG00000053907	1060.0	0.53	NC	Mat2a
38	6	ENSMUSG00000034269	610.0	0.305	NC	Setd5
39	6	ENSMUSG00000020440	440.0	0.22	NC	Arf5
40	6	ENSMUSG00000052337	675.0	0.3375	NC	Immt
41	6	ENSMUSG00000071337	620.0	0.31	NC	Tia1
42	6	ENSMUSG00000030224	335.0	0.1675	NC	Strap
43	6	ENSMUSG00000001642	675.0	0.3375	NC	Akr1b3
44	6	ENSMUSG00000030062	570.0	0.285	NC	Rpn1
45	6	ENSMUSG00000029817	920.0	0.46	NC	Tra2a
46	6	ENSMUSG00000029823	965.0	0.4825	NC	Luc7l2
47	6	ENSMUSG00000052738	885.0	0.4425	NC	Suclg1
48	6	ENSMUSG00000031865	315.0	0.1575	NC	Dctn1
49	6	ENSMUSG00000079477	715.0	0.3575	NC	Rab7
50	6	ENSMUSG00000019210	540.0	0.27	NC	Atp6v1e1
51	6	ENSMUSG00000034192	640.0	0.32	NC	Lsm3
52	6	ENSMUSG00000038279	990.0	0.495	NC	Nop2
53	6	ENSMUSG00000030058	855.0	0.4275	NC	Copg1
54	6	ENSMUSG00000004285	690.0	0.345	NC	Atp6v1f
55	6	ENSMUSG00000000441	1003.0	0.5015	NC	Raf1
56	6	ENSMUSG00000057278	975.0	0.4875	NC	Snrpg
57	6	ENSMUSG00000053768	880.0	0.44	NC	Chchd3
58	6	ENSMUSG00000012535	1155.0	0.5775	NC	Tnpo3
59	6	ENSMUSG00000072772	1429.0	0.7145	NC	Grcc10
60	6	ENSMUSG00000030127	470.0	0.235	NC	Cops7a
61	6	ENSMUSG00000025823	965.0	0.4825	NC	Pdia4
62	6	ENSMUSG00000000628	1565.0	0.7825	NC	Hk2
63	6	ENSMUSG00000033940	965.0	0.4825	NC	Brk1
64	6	ENSMUSG00000029836	1365.0	0.6825	NC	Cbx3
65	6	ENSMUSG00000079426	1460.0	0.73	NC	Arpc4
66	6	ENSMUSG00000044927	674.0	0.337	NC	H1f10
67	6	ENSMUSG00000023505	1438.0	0.719	NC	Cdca3
68	6	ENSMUSG00000030035	1005.0	0.5025	NC	Wbp1
69	6	ENSMUSG00000029686	340.0	0.17	NC	Cul1
70	6	ENSMUSG00000039985	390.0	0.195	NC	Sinhcaf
71	6	ENSMUSG00000038253	1459.0	0.7295	NC	Hoxa5
72	6	ENSMUSG00000030079	440.0	0.22	NC	Ruvbl1
73	6	ENSMUSG00000042541	420.0	0.21	NC	Sem1
74	6	ENSMUSG00000030126	305.0	0.1525	NC	Tmcc1
75	6	ENSMUSG00000030216	965.0	0.4825	NC	Wbp11
76	6	ENSMUSG00000029687	715.0	0.3575	NC	Ezh2
77	6	ENSMUSG00000045962	911.0	0.4555	NC	Wnk1
78	6	ENSMUSG00000068328	1730.0	0.865	NC	Aup1
79	6	ENSMUSG00000024104	945.0	0.4725	NC	Washc2
80	6	ENSMUSG00000029781	230.0	0.115	NC	Fkbp9
81	6	ENSMUSG00000038759	500.0	0.25	NC	Nup205
82	6	ENSMUSG00000030096	515.0	0.2575	NC	Slc6a6
83	6	ENSMUSG00000000399	595.0	0.2975	NC	Ndufa9
84	6	ENSMUSG00000005667	640.0	0.32	NC	Mthfd2
85	6	ENSMUSG00000030061	680.0	0.34	NC	Uba3
86	6	ENSMUSG00000030084	733.0	0.3665	NC	Plxna1
87	6	ENSMUSG00000029814	759.0	0.3795	NC	Igf2bp3
88	6	ENSMUSG00000030268	939.0	0.4695	NC	Bcat1
89	6	ENSMUSG00000030257	687.0	0.3435	NC	Srgap3
90	6	ENSMUSG00000056305	425.0	0.2125	NC	Usp39
91	6	ENSMUSG00000015733	95.0	0.0475	NC	Capza2
92	6	ENSMUSG00000033706	660.0	0.33	NC	Smyd5
93	6	ENSMUSG00000055850	0.0	0.0	NC	Rnf181
94	6	ENSMUSG00000029833	920.0	0.46	NC	Trim24
95	6	ENSMUSG00000029911	365.0	0.1825	NC	Ssbp1
96	6	ENSMUSG00000030060	670.0	0.335	NC	Hmces
97	6	ENSMUSG00000033152	780.0	0.39	NC	Podxl2
98	6	ENSMUSG00000012483	1050.0	0.525	NC	Rpa3
99	6	ENSMUSG00000001158	540.0	0.27	NC	Snrnp27
100	6	ENSMUSG00000036667	655.0	0.3275	NC	Tcaf1
101	6	ENSMUSG00000004535	665.0	0.3325	NC	Tax1bp1
102	6	ENSMUSG00000007458	806.0	0.403	NC	M6pr
103	6	ENSMUSG00000030275	860.0	0.43	NC	Etnk1
104	6	ENSMUSG00000034203	1445.0	0.7225	NC	Chchd4
105	6	ENSMUSG00000002416	805.0	0.4025	NC	Ndufb2
106	6	ENSMUSG00000029763	685.0	0.3425	NC	Exoc4
107	6	ENSMUSG00000044155	775.0	0.3875	NC	Lsm8
108	6	ENSMUSG00000030138	655.0	0.3275	NC	Bms1
109	6	ENSMUSG00000053470	1073.0	0.5365	NC	Kdm3a
110	6	ENSMUSG00000030330	625.0	0.3125	NC	Ing4
111	6	ENSMUSG00000012396	295.0	0.1475	NC	Nanog
112	6	ENSMUSG00000030282	320.0	0.16	NC	Cmas
113	6	ENSMUSG00000043219	1015.0	0.5075	NC	Hoxa6
114	6	ENSMUSG00000030279	1025.0	0.5125	NC	C2cd5
115	6	ENSMUSG00000005069	1399.0	0.6995	NC	Pex5
116	6	ENSMUSG00000057497	818.0	0.409	NC	Fam136a
117	6	ENSMUSG00000063884	715.0	0.3575	NC	Ptcd3
118	6	ENSMUSG00000029840	925.0	0.4625	NC	Mtpn
119	6	ENSMUSG00000039130	290.0	0.145	NC	Zc3hc1
120	6	ENSMUSG00000049553	715.0	0.3575	NC	Polr1a
121	6	ENSMUSG00000030304	970.0	0.485	NC	Ergic2
122	6	ENSMUSG00000025607	280.0	0.14	NC	Copg2
123	6	ENSMUSG00000029701	433.0	0.2165	NC	Rbm28
124	6	ENSMUSG00000035199	800.0	0.4	NC	Arl6ip5
125	6	ENSMUSG00000001761	754.0	0.377	NC	Smo
126	6	ENSMUSG00000029993	547.0	0.2735	NC	Nfu1
127	6	ENSMUSG00000036390	1235.0	0.6175	NC	Gadd45a
128	6	ENSMUSG00000001517	865.0	0.4325	NC	Foxm1
129	6	ENSMUSG00000029920	565.0	0.2825	NC	Smarcad1
130	6	ENSMUSG00000030204	515.0	0.2575	NC	Ddx47
