	TT_S0	starting_nt	Chromosome	Start	End	genes	transcripts	exons	CDSs	labels
5637	10.0	3563616	18	3563616	3563716	0	0	0	0	0
5638	11.0	3563716	18	3563716	3563816	0	0	0	0	0
5639	25.0	3563816	18	3563816	3563916	0	0	0	0	0
5640	0.0	3563916	18	3563916	3564016	0	0	0	0	0
5641	1.0	3564016	18	3564016	3564116	0	0	0	0	0
5642	5.0	3564116	18	3564116	3564216	0	0	0	0	0
5643	6.0	3564216	18	3564216	3564316	0	0	0	0	0
5644	3.0	3564316	18	3564316	3564416	0	0	0	0	0
5645	9.0	3564416	18	3564416	3564516	0	0	0	0	0
5646	26.0	3564516	18	3564516	3564616	0	0	0	0	0
5647	3.0	3564616	18	3564616	3564716	0	0	0	0	0
5648	3.0	3564716	18	3564716	3564816	0	0	0	0	0
5649	8.0	3564816	18	3564816	3564916	0	0	0	0	0
5650	1.0	3564916	18	3564916	3565016	0	0	0	0	0
5651	0.0	3565016	18	3565016	3565116	0	0	0	0	0
5652	0.0	3565116	18	3565116	3565216	0	0	0	0	0
5653	9.0	3565216	18	3565216	3565316	0	0	0	0	0
5654	2.0	3565316	18	3565316	3565416	0	0	0	0	0
5655	1.0	3565416	18	3565416	3565516	0	0	0	0	0
5656	1.0	3565516	18	3565516	3565616	0	0	0	0	0
5657	1.0	3565616	18	3565616	3565716	0	0	0	0	0
5658	13.0	3565716	18	3565716	3565816	0	0	0	0	0
5659	1.0	3565816	18	3565816	3565916	0	0	0	0	0
5660	2.0	3565916	18	3565916	3566016	0	0	0	0	0
5661	12.0	3566016	18	3566016	3566116	0	0	0	0	0
5662	0.0	3566116	18	3566116	3566216	0	0	0	0	0
5663	0.0	3566216	18	3566216	3566316	0	0	0	0	0
5664	18.0	3566316	18	3566316	3566416	0	0	0	0	0
5665	25.0	3566416	18	3566416	3566516	0	0	0	0	0
5666	7.0	3566516	18	3566516	3566616	0	0	0	0	0
5667	8.0	3566616	18	3566616	3566716	0	0	0	0	0
5668	10.0	3566716	18	3566716	3566816	0	0	0	0	0
5669	6.0	3566816	18	3566816	3566916	0	0	0	0	0
5670	7.0	3566916	18	3566916	3567016	0	0	0	0	0
5671	8.0	3567016	18	3567016	3567116	0	0	0	0	0
5672	23.0	3567116	18	3567116	3567216	0	0	0	0	0
5673	33.0	3567216	18	3567216	3567316	0	0	0	0	0
5674	7.0	3567316	18	3567316	3567416	0	0	0	0	0
5675	26.0	3567416	18	3567416	3567516	0	0	0	0	0
5676	24.0	3567516	18	3567516	3567616	0	0	0	0	0
5677	16.0	3567616	18	3567616	3567716	0	0	0	0	0
5678	2.0	3567716	18	3567716	3567816	0	0	0	0	0
5679	2.0	3567816	18	3567816	3567916	0	0	0	0	0
5680	3.0	3567916	18	3567916	3568016	0	0	0	0	0
5681	0.0	3568016	18	3568016	3568116	0	0	0	0	0
5682	2.0	3568116	18	3568116	3568216	0	0	0	0	0
5683	5.0	3568216	18	3568216	3568316	0	0	0	0	0
5684	4.0	3568316	18	3568316	3568416	0	0	0	0	0
5685	1.0	3568416	18	3568416	3568516	0	0	0	0	0
5686	3.0	3568516	18	3568516	3568616	0	0	0	0	0
5687	4.0	3568616	18	3568616	3568716	0	0	0	0	0
5688	12.0	3568716	18	3568716	3568816	0	0	0	0	0
5689	7.0	3568816	18	3568816	3568916	0	0	0	0	0
5690	15.0	3568916	18	3568916	3569016	0	0	0	0	0
5691	0.0	3569016	18	3569016	3569116	0	0	0	0	0
5692	2.0	3569116	18	3569116	3569216	0	0	0	0	0
5693	1.0	3569216	18	3569216	3569316	0	0	0	0	0
5694	2.0	3569316	18	3569316	3569416	0	0	0	0	0
5695	0.0	3569416	18	3569416	3569516	0	0	0	0	0
5696	0.0	3569516	18	3569516	3569616	0	0	0	0	0
5697	3.0	3569616	18	3569616	3569716	0	0	0	0	0
5698	0.0	3569716	18	3569716	3569816	0	0	0	0	0
5699	5.0	3569816	18	3569816	3569916	0	0	0	0	0
5700	0.0	3569916	18	3569916	3570016	0	0	0	0	0
5701	8.0	3570016	18	3570016	3570116	0	0	0	0	0
5702	0.0	3570116	18	3570116	3570216	0	0	0	0	0
5703	16.0	3570216	18	3570216	3570316	0	0	0	0	0
5704	4.0	3570316	18	3570316	3570416	0	0	0	0	0
5705	16.0	3570416	18	3570416	3570516	0	0	0	0	0
5706	7.0	3570516	18	3570516	3570616	0	0	0	0	0
5707	6.0	3570616	18	3570616	3570716	0	0	0	0	0
5708	7.0	3570716	18	3570716	3570816	0	0	0	0	0
5709	6.0	3570816	18	3570816	3570916	0	0	0	0	0
5710	15.0	3570916	18	3570916	3571016	0	0	0	0	0
5711	8.0	3571016	18	3571016	3571116	0	0	0	0	0
5712	5.0	3571116	18	3571116	3571216	0	0	0	0	0
5713	20.0	3571216	18	3571216	3571316	0	0	0	0	0
5714	6.0	3571316	18	3571316	3571416	0	0	0	0	0
5715	2.0	3571416	18	3571416	3571516	0	0	0	0	0
5716	0.0	3571516	18	3571516	3571616	0	0	0	0	0
5717	14.0	3571616	18	3571616	3571716	0	0	0	0	0
5718	3.0	3571716	18	3571716	3571816	0	0	0	0	0
5719	12.0	3571816	18	3571816	3571916	0	0	0	0	0
5720	0.0	3571916	18	3571916	3572016	0	0	0	0	0
5721	0.0	3572016	18	3572016	3572116	0	0	0	0	0
5722	11.0	3572116	18	3572116	3572216	0	0	0	0	0
5723	9.0	3572216	18	3572216	3572316	0	0	0	0	0
5724	1.0	3572316	18	3572316	3572416	0	0	0	0	0
5725	0.0	3572416	18	3572416	3572516	0	0	0	0	0
5726	7.0	3572516	18	3572516	3572616	0	0	0	0	0
5727	6.0	3572616	18	3572616	3572716	0	0	0	0	0
5728	9.0	3572716	18	3572716	3572816	0	0	0	0	0
5729	0.0	3572816	18	3572816	3572916	0	0	0	0	0
5730	1.0	3572916	18	3572916	3573016	0	0	0	0	0
5731	0.0	3573016	18	3573016	3573116	0	0	0	0	0
5732	4.0	3573116	18	3573116	3573216	0	0	0	0	0
5733	4.0	3573216	18	3573216	3573316	0	0	0	0	0
5734	7.0	3573316	18	3573316	3573416	0	0	0	0	0
5735	6.0	3573416	18	3573416	3573516	0	0	0	0	0
5736	19.0	3573516	18	3573516	3573616	0	0	0	0	0
5737	3.0	3573616	18	3573616	3573716	0	0	0	0	0
5738	1.0	3573716	18	3573716	3573816	0	0	0	0	0
5739	14.0	3573816	18	3573816	3573916	0	0	0	0	0
5740	3.0	3573916	18	3573916	3574016	0	0	0	0	0
5741	4.0	3574016	18	3574016	3574116	0	0	0	0	0
5742	2.0	3574116	18	3574116	3574216	0	0	0	0	0
5743	0.0	3574216	18	3574216	3574316	0	0	0	0	0
5744	12.0	3574316	18	3574316	3574416	0	0	0	0	0
5745	16.0	3574416	18	3574416	3574516	0	0	0	0	0
5746	10.0	3574516	18	3574516	3574616	0	0	0	0	0
5747	21.0	3574616	18	3574616	3574716	0	0	0	0	0
5748	6.0	3574716	18	3574716	3574816	0	0	0	0	0
5749	16.0	3574816	18	3574816	3574916	0	0	0	0	0
5750	23.0	3574916	18	3574916	3575016	0	0	0	0	0
5751	28.0	3575016	18	3575016	3575116	0	0	0	0	0
5752	16.0	3575116	18	3575116	3575216	0	0	0	0	0
5753	53.0	3575216	18	3575216	3575316	0	0	0	0	0
5754	10.0	3575316	18	3575316	3575416	0	0	0	0	0
5755	10.0	3575416	18	3575416	3575516	0	0	0	0	0
5756	22.0	3575516	18	3575516	3575616	0	0	0	0	0
5757	12.0	3575616	18	3575616	3575716	0	0	0	0	0
5758	44.0	3575716	18	3575716	3575816	0	0	0	0	0
5759	20.0	3575816	18	3575816	3575916	0	0	0	0	0
5760	17.0	3575916	18	3575916	3576016	0	0	0	0	0
5761	23.0	3576016	18	3576016	3576116	0	0	0	0	0
5762	58.0	3576116	18	3576116	3576216	0	0	0	0	0
5763	35.0	3576216	18	3576216	3576316	0	0	0	0	0
5764	3.0	3576316	18	3576316	3576416	0	0	0	0	0
5765	1.0	3576416	18	3576416	3576516	0	0	0	0	0
5766	2.0	3576516	18	3576516	3576616	0	0	0	0	0
5767	9.0	3576616	18	3576616	3576716	0	0	0	0	0
5768	13.0	3576716	18	3576716	3576816	0	0	0	0	0
5769	5.0	3576816	18	3576816	3576916	0	0	0	0	0
5770	19.0	3576916	18	3576916	3577016	0	0	0	0	0
5771	7.0	3577016	18	3577016	3577116	0	0	0	0	0
5772	16.0	3577116	18	3577116	3577216	0	0	0	0	0
5773	9.0	3577216	18	3577216	3577316	0	0	0	0	0
5774	12.0	3577316	18	3577316	3577416	0	0	0	0	0
5775	10.0	3577416	18	3577416	3577516	0	0	0	0	0
5776	5.0	3577516	18	3577516	3577616	0	0	0	0	0
5777	1.0	3577616	18	3577616	3577716	0	0	0	0	0
5778	3.0	3577716	18	3577716	3577816	0	0	0	0	0
5779	27.0	3577816	18	3577816	3577916	0	0	0	0	0
5780	7.0	3577916	18	3577916	3578016	0	0	0	0	0
5781	5.0	3578016	18	3578016	3578116	0	0	0	0	0
5782	1.0	3578116	18	3578116	3578216	0	0	0	0	0
5783	5.0	3578216	18	3578216	3578316	0	0	0	0	0
5784	19.0	3578316	18	3578316	3578416	0	0	0	0	0
5785	1.0	3578416	18	3578416	3578516	0	0	0	0	0
5786	3.0	3578516	18	3578516	3578616	0	0	0	0	0
5787	0.0	3578616	18	3578616	3578716	0	0	0	0	0
5788	3.0	3578716	18	3578716	3578816	0	0	0	0	0
5789	4.0	3578816	18	3578816	3578916	0	0	0	0	0
5790	0.0	3578916	18	3578916	3579016	0	0	0	0	0
5791	4.0	3579016	18	3579016	3579116	0	0	0	0	0
5792	7.0	3579116	18	3579116	3579216	0	0	0	0	0
5793	12.0	3579216	18	3579216	3579316	0	0	0	0	0
5794	16.0	3579316	18	3579316	3579416	0	0	0	0	0
5795	15.0	3579416	18	3579416	3579516	0	0	0	0	0
5796	24.0	3579516	18	3579516	3579616	0	0	0	0	0
5797	0.0	3579616	18	3579616	3579716	0	0	0	0	0
5798	11.0	3579716	18	3579716	3579816	0	0	0	0	0
5799	15.0	3579816	18	3579816	3579916	0	0	0	0	0
5800	4.0	3579916	18	3579916	3580016	0	0	0	0	0
5801	3.0	3580016	18	3580016	3580116	0	0	0	0	0
5802	6.0	3580116	18	3580116	3580216	0	0	0	0	0
5803	5.0	3580216	18	3580216	3580316	0	0	0	0	0
5804	22.0	3580316	18	3580316	3580416	0	0	0	0	0
5805	12.0	3580416	18	3580416	3580516	0	0	0	0	0
5806	5.0	3580516	18	3580516	3580616	0	0	0	0	0
5807	1.0	3580616	18	3580616	3580716	0	0	0	0	0
5808	8.0	3580716	18	3580716	3580816	0	0	0	0	0
5809	6.0	3580816	18	3580816	3580916	0	0	0	0	0
5810	24.0	3580916	18	3580916	3581016	0	0	0	0	0
5811	3.0	3581016	18	3581016	3581116	0	0	0	0	0
5812	1.0	3581116	18	3581116	3581216	0	0	0	0	0
5813	5.0	3581216	18	3581216	3581316	0	0	0	0	0
5814	6.0	3581316	18	3581316	3581416	0	0	0	0	0
5815	8.0	3581416	18	3581416	3581516	0	0	0	0	0
5816	52.0	3581516	18	3581516	3581616	0	0	0	0	0
5817	7.0	3581616	18	3581616	3581716	0	0	0	0	0
5818	11.0	3581716	18	3581716	3581816	0	0	0	0	0
5819	12.0	3581816	18	3581816	3581916	0	0	0	0	0
5820	8.0	3581916	18	3581916	3582016	0	0	0	0	0
5821	1.0	3582016	18	3582016	3582116	0	0	0	0	0
5822	0.0	3582116	18	3582116	3582216	0	0	0	0	0
5823	5.0	3582216	18	3582216	3582316	0	0	0	0	0
5824	9.0	3582316	18	3582316	3582416	0	0	0	0	0
5825	2.0	3582416	18	3582416	3582516	0	0	0	0	0
5826	4.0	3582516	18	3582516	3582616	0	0	0	0	0
5827	4.0	3582616	18	3582616	3582716	0	0	0	0	0
5828	17.0	3582716	18	3582716	3582816	0	0	0	0	0
5829	9.0	3582816	18	3582816	3582916	0	0	0	0	0
5830	12.0	3582916	18	3582916	3583016	0	0	0	0	0
5831	2.0	3583016	18	3583016	3583116	0	0	0	0	0
5832	1.0	3583116	18	3583116	3583216	0	0	0	0	0
5833	0.0	3583216	18	3583216	3583316	0	0	0	0	0
5834	3.0	3583316	18	3583316	3583416	0	0	0	0	0
5835	6.0	3583416	18	3583416	3583516	0	0	0	0	0
5836	13.0	3583516	18	3583516	3583616	0	0	0	0	0
5837	4.0	3583616	18	3583616	3583716	0	0	0	0	0
5838	6.0	3583716	18	3583716	3583816	0	0	0	0	0
5839	0.0	3583816	18	3583816	3583916	0	0	0	0	0
5840	4.0	3583916	18	3583916	3584016	0	0	0	0	0
5841	10.0	3584016	18	3584016	3584116	0	0	0	0	0
5842	3.0	3584116	18	3584116	3584216	0	0	0	0	0
5843	1.0	3584216	18	3584216	3584316	0	0	0	0	0
5844	7.0	3584316	18	3584316	3584416	0	0	0	0	0
5845	5.0	3584416	18	3584416	3584516	0	0	0	0	0
5846	18.0	3584516	18	3584516	3584616	0	0	0	0	0
5847	17.0	3584616	18	3584616	3584716	0	0	0	0	0
5848	8.0	3584716	18	3584716	3584816	0	0	0	0	0
5849	1.0	3584816	18	3584816	3584916	0	0	0	0	0
5850	3.0	3584916	18	3584916	3585016	0	0	0	0	0
5851	8.0	3585016	18	3585016	3585116	0	0	0	0	0
5852	10.0	3585116	18	3585116	3585216	0	0	0	0	0
5853	6.0	3585216	18	3585216	3585316	0	0	0	0	0
5854	18.0	3585316	18	3585316	3585416	0	0	0	0	0
5855	2.0	3585416	18	3585416	3585516	0	0	0	0	0
5856	1.0	3585516	18	3585516	3585616	0	0	0	0	0
5857	0.0	3585616	18	3585616	3585716	0	0	0	0	0
5858	5.0	3585716	18	3585716	3585816	0	0	0	0	0
5859	5.0	3585816	18	3585816	3585916	0	0	0	0	0
5860	21.0	3585916	18	3585916	3586016	0	0	0	0	0
5861	5.0	3586016	18	3586016	3586116	0	0	0	0	0
5862	23.0	3586116	18	3586116	3586216	0	0	0	0	0
5863	41.0	3586216	18	3586216	3586316	0	0	0	0	0
5864	18.0	3586316	18	3586316	3586416	0	0	0	0	0
5865	11.0	3586416	18	3586416	3586516	0	0	0	0	0
5866	11.0	3586516	18	3586516	3586616	0	0	0	0	0
5867	42.0	3586616	18	3586616	3586716	0	0	0	0	0
5868	52.0	3586716	18	3586716	3586816	0	0	0	0	0
5869	5.0	3586816	18	3586816	3586916	0	0	0	0	0
5870	10.0	3586916	18	3586916	3587016	0	0	0	0	0
5871	4.0	3587016	18	3587016	3587116	0	0	0	0	0
5872	0.0	3587116	18	3587116	3587216	0	0	0	0	0
5873	3.0	3587216	18	3587216	3587316	0	0	0	0	0
5874	2.0	3587316	18	3587316	3587416	0	0	0	0	0
5875	4.0	3587416	18	3587416	3587516	0	0	0	0	0
5876	4.0	3587516	18	3587516	3587616	0	0	0	0	0
5877	1.0	3587616	18	3587616	3587716	0	0	0	0	0
5878	1.0	3587716	18	3587716	3587816	0	0	0	0	0
5879	35.0	3587816	18	3587816	3587916	0	0	0	0	0
5880	1.0	3587916	18	3587916	3588016	0	0	0	0	0
5881	3.0	3588016	18	3588016	3588116	0	0	0	0	0
5882	21.0	3588116	18	3588116	3588216	0	0	0	0	0
5883	0.0	3588216	18	3588216	3588316	0	0	0	0	0
5884	17.0	3588316	18	3588316	3588416	0	0	0	0	0
5885	0.0	3588416	18	3588416	3588516	0	0	0	0	0
5886	6.0	3588516	18	3588516	3588616	0	0	0	0	0
5887	7.0	3588616	18	3588616	3588716	0	0	0	0	0
5888	8.0	3588716	18	3588716	3588816	0	0	0	0	0
5889	13.0	3588816	18	3588816	3588916	0	0	0	0	0
5890	5.0	3588916	18	3588916	3589016	0	0	0	0	0
5891	5.0	3589016	18	3589016	3589116	0	0	0	0	0
5892	0.0	3589116	18	3589116	3589216	0	0	0	0	0
5893	3.0	3589216	18	3589216	3589316	0	0	0	0	0
5894	6.0	3589316	18	3589316	3589416	0	0	0	0	0
5895	7.0	3589416	18	3589416	3589516	0	0	0	0	0
5896	8.0	3589516	18	3589516	3589616	0	0	0	0	0
5897	11.0	3589616	18	3589616	3589716	0	0	0	0	0
5898	5.0	3589716	18	3589716	3589816	0	0	0	0	0
5899	8.0	3589816	18	3589816	3589916	0	0	0	0	0
5900	16.0	3589916	18	3589916	3590016	0	0	0	0	0
5901	3.0	3590016	18	3590016	3590116	0	0	0	0	0
5902	13.0	3590116	18	3590116	3590216	0	0	0	0	0
5903	9.0	3590216	18	3590216	3590316	0	0	0	0	0
5904	12.0	3590316	18	3590316	3590416	0	0	0	0	0
5905	4.0	3590416	18	3590416	3590516	0	0	0	0	0
5906	6.0	3590516	18	3590516	3590616	0	0	0	0	0
5907	5.0	3590616	18	3590616	3590716	0	0	0	0	0
5908	11.0	3590716	18	3590716	3590816	0	0	0	0	0
5909	4.0	3590816	18	3590816	3590916	0	0	0	0	0
5910	60.0	3590916	18	3590916	3591016	0	0	0	0	0
5911	15.0	3591016	18	3591016	3591116	0	0	0	0	0
5912	26.0	3591116	18	3591116	3591216	0	0	0	0	0
5913	19.0	3591216	18	3591216	3591316	0	0	0	0	0
5914	22.0	3591316	18	3591316	3591416	0	0	0	0	0
5915	14.0	3591416	18	3591416	3591516	0	0	0	0	0
5916	10.0	3591516	18	3591516	3591616	0	0	0	0	0
5917	26.0	3591616	18	3591616	3591716	0	0	0	0	0
5918	22.0	3591716	18	3591716	3591816	0	0	0	0	0
5919	12.0	3591816	18	3591816	3591916	0	0	0	0	0
5920	45.0	3591916	18	3591916	3592016	0	0	0	0	0
5921	28.0	3592016	18	3592016	3592116	0	0	0	0	0
5922	10.0	3592116	18	3592116	3592216	0	0	0	0	0
5923	15.0	3592216	18	3592216	3592316	0	0	0	0	0
5924	6.0	3592316	18	3592316	3592416	0	0	0	0	0
5925	16.0	3592416	18	3592416	3592516	0	0	0	0	0
5926	13.0	3592516	18	3592516	3592616	0	0	0	0	0
5927	6.0	3592616	18	3592616	3592716	0	0	0	0	0
5928	6.0	3592716	18	3592716	3592816	0	0	0	0	0
5929	6.0	3592816	18	3592816	3592916	0	0	0	0	0
5930	22.0	3592916	18	3592916	3593016	0	0	0	0	0
5931	17.0	3593016	18	3593016	3593116	0	0	0	0	0
5932	3.0	3593116	18	3593116	3593216	0	0	0	0	0
5933	16.0	3593216	18	3593216	3593316	0	0	0	0	0
5934	8.0	3593316	18	3593316	3593416	0	0	0	0	0
5935	12.0	3593416	18	3593416	3593516	0	0	0	0	0
5936	29.0	3593516	18	3593516	3593616	0	0	0	0	0
5937	3.0	3593616	18	3593616	3593716	0	0	0	0	0
5938	8.0	3593716	18	3593716	3593816	0	0	0	0	0
5939	29.0	3593816	18	3593816	3593916	0	0	0	0	0
5940	25.0	3593916	18	3593916	3594016	0	0	0	0	0
5941	20.0	3594016	18	3594016	3594116	0	0	0	0	0
5942	16.0	3594116	18	3594116	3594216	0	0	0	0	0
5943	12.0	3594216	18	3594216	3594316	0	0	0	0	0
5944	6.0	3594316	18	3594316	3594416	0	0	0	0	0
5945	22.0	3594416	18	3594416	3594516	0	0	0	0	0
5946	16.0	3594516	18	3594516	3594616	0	0	0	0	0
5947	35.0	3594616	18	3594616	3594716	0	0	0	0	0
5948	14.0	3594716	18	3594716	3594816	0	0	0	0	0
5949	22.0	3594816	18	3594816	3594916	0	0	0	0	0
5950	13.0	3594916	18	3594916	3595016	0	0	0	0	0
5951	5.0	3595016	18	3595016	3595116	0	0	0	0	0
5952	1.0	3595116	18	3595116	3595216	0	0	0	0	0
5953	6.0	3595216	18	3595216	3595316	0	0	0	0	0
5954	0.0	3595316	18	3595316	3595416	0	0	0	0	0
5955	4.0	3595416	18	3595416	3595516	0	0	0	0	0
5956	0.0	3595516	18	3595516	3595616	0	0	0	0	0
5957	1.0	3595616	18	3595616	3595716	0	0	0	0	0
5958	6.0	3595716	18	3595716	3595816	0	0	0	0	0
5959	3.0	3595816	18	3595816	3595916	0	0	0	0	0
5960	1.0	3595916	18	3595916	3596016	0	0	0	0	0
5961	0.0	3596016	18	3596016	3596116	0	0	0	0	0
5962	1.0	3596116	18	3596116	3596216	0	0	0	0	0
5963	1.0	3596216	18	3596216	3596316	0	0	0	0	0
5964	6.0	3596316	18	3596316	3596416	0	0	0	0	0
5965	1.0	3596416	18	3596416	3596516	0	0	0	0	0
5966	6.0	3596516	18	3596516	3596616	0	0	0	0	0
5967	0.0	3596616	18	3596616	3596716	0	0	0	0	0
5968	6.0	3596716	18	3596716	3596816	0	0	0	0	0
5969	12.0	3596816	18	3596816	3596916	0	0	0	0	0
5970	15.0	3596916	18	3596916	3597016	0	0	0	0	0
5971	12.0	3597016	18	3597016	3597116	0	0	0	0	0
5972	45.0	3597116	18	3597116	3597216	0	0	0	0	0
5973	29.0	3597216	18	3597216	3597316	0	0	0	0	0
5974	72.0	3597316	18	3597316	3597416	0	0	0	0	-1
5975	17.0	3597416	18	3597416	3597516	0	0	0	0	0
5976	28.0	3597516	18	3597516	3597616	0	0	0	0	0
5977	6.0	3597616	18	3597616	3597716	0	0	0	0	0
5978	15.0	3597716	18	3597716	3597816	0	0	0	0	0
5979	4.0	3597816	18	3597816	3597916	0	0	0	0	0
5980	6.0	3597916	18	3597916	3598016	0	0	0	0	0
5981	23.0	3598016	18	3598016	3598116	0	0	0	0	0
5982	0.0	3598116	18	3598116	3598216	0	0	0	0	0
5983	4.0	3598216	18	3598216	3598316	0	0	0	0	0
5984	13.0	3598316	18	3598316	3598416	0	0	0	0	0
5985	11.0	3598416	18	3598416	3598516	0	0	0	0	0
5986	2.0	3598516	18	3598516	3598616	0	0	0	0	0
5987	9.0	3598616	18	3598616	3598716	0	0	0	0	0
5988	9.0	3598716	18	3598716	3598816	0	0	0	0	0
5989	10.0	3598816	18	3598816	3598916	0	0	0	0	0
5990	8.0	3598916	18	3598916	3599016	0	0	0	0	0
5991	7.0	3599016	18	3599016	3599116	0	0	0	0	0
5992	27.0	3599116	18	3599116	3599216	0	0	0	0	0
5993	21.0	3599216	18	3599216	3599316	0	0	0	0	0
5994	19.0	3599316	18	3599316	3599416	0	0	0	0	0
5995	6.0	3599416	18	3599416	3599516	0	0	0	0	0
5996	6.0	3599516	18	3599516	3599616	0	0	0	0	0
5997	0.0	3599616	18	3599616	3599716	0	0	0	0	0
5998	1.0	3599716	18	3599716	3599816	0	0	0	0	0
5999	7.0	3599816	18	3599816	3599916	0	0	0	0	0
6000	7.0	3599916	18	3599916	3600016	0	0	0	0	0
6001	13.0	3600016	18	3600016	3600116	0	0	0	0	0
6002	10.0	3600116	18	3600116	3600216	0	0	0	0	0
6003	18.0	3600216	18	3600216	3600316	0	0	0	0	0
6004	16.0	3600316	18	3600316	3600416	0	0	0	0	0
6005	0.0	3600416	18	3600416	3600516	0	0	0	0	0
6006	5.0	3600516	18	3600516	3600616	0	0	0	0	0
6007	2.0	3600616	18	3600616	3600716	0	0	0	0	0
6008	36.0	3600716	18	3600716	3600816	0	0	0	0	0
6009	16.0	3600816	18	3600816	3600916	0	0	0	0	0
6010	33.0	3600916	18	3600916	3601016	0	0	0	0	0
6011	13.0	3601016	18	3601016	3601116	0	0	0	0	0
6012	16.0	3601116	18	3601116	3601216	0	0	0	0	0
6013	2.0	3601216	18	3601216	3601316	0	0	0	0	0
6014	15.0	3601316	18	3601316	3601416	0	0	0	0	0
6015	3.0	3601416	18	3601416	3601516	0	0	0	0	0
6016	8.0	3601516	18	3601516	3601616	0	0	0	0	0
6017	20.0	3601616	18	3601616	3601716	0	0	0	0	0
6018	17.0	3601716	18	3601716	3601816	0	0	0	0	0
6019	8.0	3601816	18	3601816	3601916	0	0	0	0	0
6020	0.0	3601916	18	3601916	3602016	0	0	0	0	0
6021	20.0	3602016	18	3602016	3602116	0	0	0	0	0
6022	13.0	3602116	18	3602116	3602216	0	0	0	0	0
6023	22.0	3602216	18	3602216	3602316	0	0	0	0	0
6024	19.0	3602316	18	3602316	3602416	0	0	0	0	0
6025	28.0	3602416	18	3602416	3602516	0	0	0	0	0
6026	24.0	3602516	18	3602516	3602616	0	0	0	0	0
6027	27.0	3602616	18	3602616	3602716	0	0	0	0	0
6028	6.0	3602716	18	3602716	3602816	0	0	0	0	0
6029	0.0	3602816	18	3602816	3602916	0	0	0	0	0
6030	7.0	3602916	18	3602916	3603016	0	0	0	0	0
6031	6.0	3603016	18	3603016	3603116	0	0	0	0	0
6032	13.0	3603116	18	3603116	3603216	0	0	0	0	0
6033	1.0	3603216	18	3603216	3603316	0	0	0	0	0
6034	7.0	3603316	18	3603316	3603416	0	0	0	0	0
6035	8.0	3603416	18	3603416	3603516	0	0	0	0	0
6036	42.0	3603516	18	3603516	3603616	0	0	0	0	0
6037	16.0	3603616	18	3603616	3603716	0	0	0	0	0
6038	21.0	3603716	18	3603716	3603816	0	0	0	0	0
6039	14.0	3603816	18	3603816	3603916	0	0	0	0	0
6040	12.0	3603916	18	3603916	3604016	0	0	0	0	0
6041	28.0	3604016	18	3604016	3604116	0	0	0	0	0
6042	12.0	3604116	18	3604116	3604216	0	0	0	0	0
6043	12.0	3604216	18	3604216	3604316	0	0	0	0	0
6044	3.0	3604316	18	3604316	3604416	0	0	0	0	0
6045	11.0	3604416	18	3604416	3604516	0	0	0	0	0
6046	1.0	3604516	18	3604516	3604616	0	0	0	0	0
6047	38.0	3604616	18	3604616	3604716	0	0	0	0	0
6048	23.0	3604716	18	3604716	3604816	0	0	0	0	0
6049	31.0	3604816	18	3604816	3604916	0	0	0	0	0
6050	21.0	3604916	18	3604916	3605016	0	0	0	0	0
6051	21.0	3605016	18	3605016	3605116	0	0	0	0	0
6052	27.0	3605116	18	3605116	3605216	0	0	0	0	0
6053	16.0	3605216	18	3605216	3605316	0	0	0	0	0
6054	33.0	3605316	18	3605316	3605416	0	0	0	0	0
6055	48.0	3605416	18	3605416	3605516	0	0	0	0	0
6056	22.0	3605516	18	3605516	3605616	0	0	0	0	0
6057	4.0	3605616	18	3605616	3605716	0	0	0	0	0
6058	2.0	3605716	18	3605716	3605816	0	0	0	0	0
6059	3.0	3605816	18	3605816	3605916	0	0	0	0	0
6060	13.0	3605916	18	3605916	3606016	0	0	0	0	0
6061	8.0	3606016	18	3606016	3606116	0	0	0	0	0
6062	18.0	3606116	18	3606116	3606216	0	0	0	0	0
6063	10.0	3606216	18	3606216	3606316	0	0	0	0	0
6064	1.0	3606316	18	3606316	3606416	0	0	0	0	0
6065	1.0	3606416	18	3606416	3606516	0	0	0	0	0
6066	0.0	3606516	18	3606516	3606616	0	0	0	0	0
6067	2.0	3606616	18	3606616	3606716	0	0	0	0	0
6068	2.0	3606716	18	3606716	3606816	0	0	0	0	0
6069	20.0	3606816	18	3606816	3606916	0	0	0	0	0
6070	9.0	3606916	18	3606916	3607016	0	0	0	0	0
6071	5.0	3607016	18	3607016	3607116	0	0	0	0	0
6072	2.0	3607116	18	3607116	3607216	0	0	0	0	0
6073	4.0	3607216	18	3607216	3607316	0	0	0	0	0
6074	1.0	3607316	18	3607316	3607416	0	0	0	0	0
6075	0.0	3607416	18	3607416	3607516	0	0	0	0	0
6076	7.0	3607516	18	3607516	3607616	0	0	0	0	0
6077	0.0	3607616	18	3607616	3607716	0	0	0	0	0
6078	0.0	3607716	18	3607716	3607816	0	0	0	0	0
6079	5.0	3607816	18	3607816	3607916	0	0	0	0	0
6080	0.0	3607916	18	3607916	3608016	0	0	0	0	0
6081	12.0	3608016	18	3608016	3608116	0	0	0	0	0
6082	0.0	3608116	18	3608116	3608216	0	0	0	0	0
6083	0.0	3608216	18	3608216	3608316	0	0	0	0	0
6084	5.0	3608316	18	3608316	3608416	0	0	0	0	0
6085	0.0	3608416	18	3608416	3608516	0	0	0	0	0
6086	16.0	3608516	18	3608516	3608616	0	0	0	0	0
