Chromosome	Start	End	width	Strand	study
3	127225908	127226264	357	*	ATACseq
3	127257480	127257870	391	*	ATACseq
3	127408748	127409340	593	*	ATACseq
3	127446425	127446546	122	*	ATACseq
3	127452428	127452577	150	*	ATACseq
3	127463445	127463557	113	*	ATACseq
3	127470454	127470557	104	*	ATACseq
3	127498415	127499022	608	*	ATACseq
3	127499255	127499390	136	*	ATACseq
3	127552957	127553716	760	*	ATACseq
3	127572686	127572924	239	*	ATACseq
3	127625372	127625705	334	*	ATACseq
3	127632636	127632848	213	*	ATACseq
3	127634034	127634540	507	*	ATACseq
3	127639909	127640134	226	*	ATACseq
3	127695410	127695799	390	*	ATACseq
3	127780190	127780599	410	*	ATACseq
3	127789714	127790135	422	*	ATACseq
3	127790524	127790781	258	*	ATACseq
3	127837018	127837853	836	*	ATACseq
3	127853551	127853742	192	*	ATACseq
3	127895826	127896440	615	*	ATACseq
3	127924986	127925089	104	*	ATACseq
3	128088332	128088666	335	*	ATACseq
3	128244471	128244626	156	*	ATACseq
3	128337125	128337228	104	*	ATACseq
3	128398913	128399022	110	*	ATACseq
3	128445981	128446397	417	*	ATACseq
3	128566129	128566549	421	*	ATACseq
3	128708667	128708876	210	*	ATACseq
3	129025253	129025954	702	*	ATACseq
3	129124480	129124645	166	*	ATACseq
3	129199517	129200139	623	*	ATACseq
3	129204158	129204994	837	*	ATACseq
3	129213743	129214917	1175	*	ATACseq
3	129217566	129217703	138	*	ATACseq
3	129224657	129224911	255	*	ATACseq
3	129227340	129227628	289	*	ATACseq
3	129238841	129239119	279	*	ATACseq
3	129256385	129256703	319	*	ATACseq
3	129256768	129256964	197	*	ATACseq
3	129258739	129258924	186	*	ATACseq
3	129433999	129434311	313	*	ATACseq
3	129448736	129448964	229	*	ATACseq
3	129474407	129474947	541	*	ATACseq
3	129510060	129510220	161	*	ATACseq
3	129529479	129529714	236	*	ATACseq
3	129532177	129532471	295	*	ATACseq
3	129536260	129536481	222	*	ATACseq
3	129552101	129552537	437	*	ATACseq
3	129557805	129558002	198	*	ATACseq
3	129573545	129573907	363	*	ATACseq
3	129612891	129613084	194	*	ATACseq
3	129651071	129651310	240	*	ATACseq
3	129680499	129680710	212	*	ATACseq
3	129692748	129693063	316	*	ATACseq
3	129708157	129708432	276	*	ATACseq
3	129725098	129725462	365	*	ATACseq
3	129754772	129755009	238	*	ATACseq
3	129830948	129831682	735	*	ATACseq
3	129838219	129838322	104	*	ATACseq
3	129863841	129863964	124	*	ATACseq
3	129878167	129878335	169	*	ATACseq
3	129878486	129878994	509	*	ATACseq
3	129879248	129879365	118	*	ATACseq
3	129901162	129901831	670	*	ATACseq
3	129969540	129969737	198	*	ATACseq
3	129969798	129970154	357	*	ATACseq
3	130004599	130004759	161	*	ATACseq
3	130035965	130036080	116	*	ATACseq
3	130060185	130061013	829	*	ATACseq
3	130180261	130181725	1465	*	ATACseq
3	130389595	130389869	275	*	ATACseq
3	130494669	130494843	175	*	ATACseq
3	130494979	130495168	190	*	ATACseq
3	130574889	130575071	183	*	ATACseq
3	130601555	130601701	147	*	ATACseq
3	130617588	130617688	101	*	ATACseq
3	130691210	130691753	544	*	ATACseq
3	130694920	130695089	170	*	ATACseq
3	130708712	130708825	114	*	ATACseq
3	130709147	130709405	259	*	ATACseq
3	130709680	130709782	103	*	ATACseq
3	130720957	130721411	455	*	ATACseq
3	130730019	130730653	635	*	ATACseq
3	130754709	130754998	290	*	ATACseq
3	130818862	130819430	569	*	ATACseq
3	130945976	130946322	347	*	ATACseq
3	131019371	131019714	344	*	ATACseq
3	131065195	131065523	329	*	ATACseq
3	131077416	131077771	356	*	ATACseq
3	131083929	131084234	306	*	ATACseq
3	131084794	131084980	187	*	ATACseq
3	131093758	131093900	143	*	ATACseq
3	131102240	131102558	319	*	ATACseq
3	131107189	131107327	139	*	ATACseq
3	131110286	131110404	119	*	ATACseq
3	131111939	131112174	236	*	ATACseq
3	131112260	131112564	305	*	ATACseq
3	131156498	131156746	249	*	ATACseq
3	131161836	131161936	101	*	ATACseq
3	131178689	131178895	207	*	ATACseq
3	131178973	131179190	218	*	ATACseq
3	131191009	131191118	110	*	ATACseq
3	131200243	131200382	140	*	ATACseq
3	131219157	131219537	381	*	ATACseq
3	131228023	131228245	223	*	ATACseq
3	131237893	131238193	301	*	ATACseq
3	131245965	131246409	445	*	ATACseq
3	131271393	131272201	809	*	ATACseq
3	131290220	131290376	157	*	ATACseq
3	131302641	131303338	698	*	ATACseq
3	131316088	131316296	209	*	ATACseq
3	131364408	131365108	701	*	ATACseq
3	131469741	131469881	141	*	ATACseq
3	131471839	131472161	323	*	ATACseq
3	131489732	131490842	1111	*	ATACseq
3	131525225	131525418	194	*	ATACseq
3	131525484	131525599	116	*	ATACseq
3	131564457	131565136	680	*	ATACseq
3	131603218	131603424	207	*	ATACseq
3	131627333	131627850	518	*	ATACseq
3	131636277	131636585	309	*	ATACseq
3	131801786	131801893	108	*	ATACseq
3	131868742	131868843	102	*	ATACseq
3	131906173	131906273	101	*	ATACseq
3	132071090	132071231	142	*	ATACseq
3	132084079	132084327	249	*	ATACseq
3	132085719	132086245	527	*	ATACseq
3	132087120	132087381	262	*	ATACseq
3	132144421	132144568	148	*	ATACseq
3	132207619	132207722	104	*	ATACseq
3	132426350	132426457	108	*	ATACseq
3	132470904	132471455	552	*	ATACseq
3	132506078	132506405	328	*	ATACseq
3	132582585	132582818	234	*	ATACseq
3	132683639	132684520	882	*	ATACseq
3	132858935	132859109	175	*	ATACseq
3	132903565	132903715	151	*	ATACseq
3	132949396	132950652	1257	*	ATACseq
3	132973588	132973721	134	*	ATACseq
3	132984060	132984312	253	*	ATACseq
3	133076482	133076628	147	*	ATACseq
3	133081854	133082226	373	*	ATACseq
3	133091196	133092278	1083	*	ATACseq
3	133111701	133111944	244	*	ATACseq
3	133149536	133149650	115	*	ATACseq
3	133202210	133202436	227	*	ATACseq
3	133216124	133216292	169	*	ATACseq
3	133234737	133235268	532	*	ATACseq
3	133309828	133310688	861	*	ATACseq
3	133339489	133339674	186	*	ATACseq
3	133365851	133365978	128	*	ATACseq
3	133454493	133454676	184	*	ATACseq
3	133518777	133518950	174	*	ATACseq
3	133533157	133534374	1218	*	ATACseq
3	133544224	133545067	844	*	ATACseq
3	133559561	133559780	220	*	ATACseq
3	133579356	133579860	505	*	ATACseq
3	133590702	133590847	146	*	ATACseq
3	133600766	133601048	283	*	ATACseq
3	133646696	133646876	181	*	ATACseq
3	133755014	133755246	233	*	ATACseq
3	133809166	133809320	155	*	ATACseq
3	133876457	133876812	356	*	ATACseq
3	133948342	133948507	166	*	ATACseq
3	134070257	134070369	113	*	ATACseq
3	134124259	134124400	142	*	ATACseq
3	134136824	134137290	467	*	ATACseq
3	134146748	134147226	479	*	ATACseq
3	134236232	134236487	256	*	ATACseq
3	134239475	134240463	989	*	ATACseq
3	134497636	134497787	152	*	ATACseq
3	134497933	134498142	210	*	ATACseq
3	134616049	134616153	105	*	ATACseq
3	134702685	134702791	107	*	ATACseq
3	134828724	134828917	194	*	ATACseq
3	134828968	134829746	779	*	ATACseq
3	134879328	134879458	131	*	ATACseq
3	135162740	135162909	170	*	ATACseq
3	135212021	135212128	108	*	ATACseq
3	135212429	135212941	513	*	ATACseq
3	135281075	135281237	163	*	ATACseq
3	135290487	135290710	224	*	ATACseq
3	135307357	135308128	772	*	ATACseq
3	135333128	135333410	283	*	ATACseq
3	135347986	135348632	647	*	ATACseq
3	135402204	135402782	579	*	ATACseq
3	135409438	135409688	251	*	ATACseq
3	135422885	135423830	946	*	ATACseq
3	135437786	135439352	1567	*	ATACseq
3	135485073	135485861	789	*	ATACseq
3	135505479	135506012	534	*	ATACseq
3	135506241	135506380	140	*	ATACseq
3	135522131	135522443	313	*	ATACseq
3	135534238	135534435	198	*	ATACseq
3	135546106	135546806	701	*	ATACseq
3	135547300	135547480	181	*	ATACseq
3	135572050	135572427	378	*	ATACseq
3	135581831	135582042	212	*	ATACseq
3	135585535	135585760	226	*	ATACseq
3	135594026	135594385	360	*	ATACseq
3	135612126	135612305	180	*	ATACseq
3	135630843	135631324	482	*	ATACseq
3	135636575	135636693	119	*	ATACseq
3	135641307	135641415	109	*	ATACseq
3	135682410	135682758	349	*	ATACseq
3	135690758	135691805	1048	*	ATACseq
3	135726063	135726417	355	*	ATACseq
3	135731388	135731574	187	*	ATACseq
3	135825304	135825649	346	*	ATACseq
3	135825848	135826648	801	*	ATACseq
3	135854229	135854628	400	*	ATACseq
3	135862991	135863141	151	*	ATACseq
3	135896565	135896814	250	*	ATACseq
3	135897077	135897310	234	*	ATACseq
3	135964263	135964567	305	*	ATACseq
3	136013712	136013890	179	*	ATACseq
3	136061751	136061911	161	*	ATACseq
3	136115016	136115236	221	*	ATACseq
3	136115859	136116056	198	*	ATACseq
3	136325740	136325879	140	*	ATACseq
3	136370096	136370289	194	*	ATACseq
3	136377111	136377211	101	*	ATACseq
3	136432339	136432481	143	*	ATACseq
3	136669413	136670534	1122	*	ATACseq
3	136670605	136670995	391	*	ATACseq
3	136741475	136741838	364	*	ATACseq
3	136782542	136782717	176	*	ATACseq
3	136833967	136834236	270	*	ATACseq
3	136954956	136955470	515	*	ATACseq
3	137025815	137025989	175	*	ATACseq
3	137322197	137322299	103	*	ATACseq
3	137322524	137322714	191	*	ATACseq
3	137547488	137547874	387	*	ATACseq
3	137554579	137554790	212	*	ATACseq
3	137623267	137624048	782	*	ATACseq
3	137633859	137634052	194	*	ATACseq
3	137707860	137707965	106	*	ATACseq
3	137752524	137753184	661	*	ATACseq
3	137779980	137780679	700	*	ATACseq
3	137801659	137801858	200	*	ATACseq
3	137827594	137827807	214	*	ATACseq
3	137833005	137833428	424	*	ATACseq
3	137849909	137850048	140	*	ATACseq
3	137864109	137864820	712	*	ATACseq
3	137867415	137868022	608	*	ATACseq
3	137918508	137919204	697	*	ATACseq
3	137938524	137938984	461	*	ATACseq
3	137952747	137952948	202	*	ATACseq
3	137969894	137970246	353	*	ATACseq
3	137977170	137977737	568	*	ATACseq
3	137981226	137981459	234	*	ATACseq
3	137991168	137991381	214	*	ATACseq
3	138042005	138042230	226	*	ATACseq
3	138065320	138065520	201	*	ATACseq
3	138114087	138114502	416	*	ATACseq
3	138130773	138130907	135	*	ATACseq
3	138143349	138143990	642	*	ATACseq
3	138154411	138154556	146	*	ATACseq
3	138198349	138198614	266	*	ATACseq
3	138215463	138215727	265	*	ATACseq
3	138222696	138222911	216	*	ATACseq
3	138288836	138289042	207	*	ATACseq
3	138332384	138332640	257	*	ATACseq
3	138425119	138425254	136	*	ATACseq
3	138442456	138442667	212	*	ATACseq
3	138442729	138443386	658	*	ATACseq
3	138464868	138464968	101	*	ATACseq
3	138488975	138489728	754	*	ATACseq
3	138527147	138528118	972	*	ATACseq
3	138578740	138579246	507	*	ATACseq
3	138596133	138596310	178	*	ATACseq
3	138612803	138612965	163	*	ATACseq
3	138644261	138644669	409	*	ATACseq
3	138645489	138645714	226	*	ATACseq
3	138655123	138655362	240	*	ATACseq
3	138668501	138668624	124	*	ATACseq
3	138668698	138668888	191	*	ATACseq
3	138675851	138676198	348	*	ATACseq
3	138676435	138676615	181	*	ATACseq
3	138676880	138677046	167	*	ATACseq
3	138692259	138692538	280	*	ATACseq
3	138706021	138706225	205	*	ATACseq
3	138741664	138742676	1013	*	ATACseq
3	138743071	138743430	360	*	ATACseq
3	138764825	138764954	130	*	ATACseq
3	138788336	138788669	334	*	ATACseq
3	138814957	138815144	188	*	ATACseq
3	138815514	138815688	175	*	ATACseq
3	138830800	138831027	228	*	ATACseq
3	138859883	138859998	116	*	ATACseq
3	138876724	138877058	335	*	ATACseq
3	138877159	138877490	332	*	ATACseq
3	138906565	138906775	211	*	ATACseq
3	138991125	138991278	154	*	ATACseq
3	139037792	139038330	539	*	ATACseq
3	139074489	139075915	1427	*	ATACseq
3	139107151	139107300	150	*	ATACseq
3	139198462	139198650	189	*	ATACseq
3	139205340	139206102	763	*	ATACseq
3	139423881	139424290	410	*	ATACseq
3	139608090	139608588	499	*	ATACseq
3	140134748	140134850	103	*	ATACseq
3	140415695	140415832	138	*	ATACseq
3	140638867	140639118	252	*	ATACseq
3	140688478	140688685	208	*	ATACseq
3	140717016	140717268	253	*	ATACseq
3	140726020	140726787	768	*	ATACseq
3	140786582	140786689	108	*	ATACseq
3	140882918	140883043	126	*	ATACseq
3	141211432	141212095	664	*	ATACseq
3	141457517	141457750	234	*	ATACseq
3	141464795	141465908	1114	*	ATACseq
3	141595180	141595396	217	*	ATACseq
3	141603073	141603279	207	*	ATACseq
3	141659169	141659330	162	*	ATACseq
3	141811296	141811566	271	*	ATACseq
3	141849004	141849637	634	*	ATACseq
3	141862887	141863067	181	*	ATACseq
3	141931331	141931755	425	*	ATACseq
3	141939250	141939360	111	*	ATACseq
3	141981455	141982428	974	*	ATACseq
3	142080799	142080967	169	*	ATACseq
3	142086044	142086145	102	*	ATACseq
3	142168698	142169536	839	*	ATACseq
3	142348703	142349017	315	*	ATACseq
3	142349434	142349600	167	*	ATACseq
3	142394879	142395998	1120	*	ATACseq
3	142443878	142444017	140	*	ATACseq
3	142474275	142474693	419	*	ATACseq
3	142490587	142490883	297	*	ATACseq
3	142493669	142493983	315	*	ATACseq
3	142530302	142530863	562	*	ATACseq
3	142560508	142560937	430	*	ATACseq
3	142616212	142616314	103	*	ATACseq
3	142621362	142621491	130	*	ATACseq
3	142640298	142640650	353	*	ATACseq
3	142645522	142645798	277	*	ATACseq
3	142650188	142650457	270	*	ATACseq
3	142688057	142688924	868	*	ATACseq
3	142700578	142701537	960	*	ATACseq
3	142701589	142701753	165	*	ATACseq
3	142708750	142708951	202	*	ATACseq
3	142744136	142744679	544	*	ATACseq
3	142764901	142765497	597	*	ATACseq
3	142840147	142840283	137	*	ATACseq
3	142881297	142882728	1432	*	ATACseq
3	142930006	142930199	194	*	ATACseq
3	142936160	142936283	124	*	ATACseq
3	143100682	143101111	430	*	ATACseq
3	143158495	143158882	388	*	ATACseq
3	143323305	143323411	107	*	ATACseq
3	143379170	143379514	345	*	ATACseq
3	143925460	143925600	141	*	ATACseq
3	144010594	144010851	258	*	ATACseq
3	144164781	144164973	193	*	ATACseq
3	144165163	144165538	376	*	ATACseq
3	144171834	144172136	303	*	ATACseq
3	144180688	144180856	169	*	ATACseq
3	144198575	144198925	351	*	ATACseq
3	144201963	144202646	684	*	ATACseq
3	144205144	144205925	782	*	ATACseq
3	144348423	144348613	191	*	ATACseq
3	144367544	144367680	137	*	ATACseq
3	144381076	144381221	146	*	ATACseq
3	144398112	144398253	142	*	ATACseq
3	144399697	144399897	201	*	ATACseq
3	144411234	144411443	210	*	ATACseq
3	144412672	144413303	632	*	ATACseq
3	144443468	144443598	131	*	ATACseq
3	144453847	144454020	174	*	ATACseq
3	144454267	144454403	137	*	ATACseq
3	144556862	144557240	379	*	ATACseq
3	144569852	144570858	1007	*	ATACseq
3	144610956	144611244	289	*	ATACseq
3	144617085	144617474	390	*	ATACseq
3	144654483	144654749	267	*	ATACseq
3	144680103	144680322	220	*	ATACseq
3	144689284	144689598	315	*	ATACseq
3	144719429	144720674	1246	*	ATACseq
3	144738178	144738874	697	*	ATACseq
3	144753351	144753507	157	*	ATACseq
3	144825285	144825393	109	*	ATACseq
3	144933059	144933174	116	*	ATACseq
3	144947320	144947732	413	*	ATACseq
3	144977701	144977926	226	*	ATACseq
3	145004716	145004851	136	*	ATACseq
3	145017926	145018168	243	*	ATACseq
3	145118439	145119132	694	*	ATACseq
3	145255048	145255175	128	*	ATACseq
3	145292270	145292703	434	*	ATACseq
3	145292779	145292948	170	*	ATACseq
3	145293295	145293513	219	*	ATACseq
3	145365439	145365642	204	*	ATACseq
3	145402374	145402832	459	*	ATACseq
3	145403059	145403223	165	*	ATACseq
3	145576090	145576654	565	*	ATACseq
3	145614733	145614920	188	*	ATACseq
3	145618417	145618736	320	*	ATACseq
3	145627851	145627962	112	*	ATACseq
3	145632652	145633136	485	*	ATACseq
3	145649843	145650116	274	*	ATACseq
3	145653384	145653562	179	*	ATACseq
3	145685011	145685192	182	*	ATACseq
3	145703490	145703857	368	*	ATACseq
3	145726841	145727041	201	*	ATACseq
3	145758622	145759531	910	*	ATACseq
3	145780970	145781269	300	*	ATACseq
3	145913812	145914361	550	*	ATACseq
3	145923963	145924866	904	*	ATACseq
3	145937892	145938318	427	*	ATACseq
3	145950106	145950501	396	*	ATACseq
3	145964096	145964260	165	*	ATACseq
3	145987441	145988829	1389	*	ATACseq
3	145998622	145998855	234	*	ATACseq
3	146027270	146027457	188	*	ATACseq
3	146045238	146045457	220	*	ATACseq
3	146108132	146108413	282	*	ATACseq
3	146121711	146121893	183	*	ATACseq
3	146136194	146136362	169	*	ATACseq
3	146149829	146150271	443	*	ATACseq
3	146177934	146178099	166	*	ATACseq
3	146180468	146180584	117	*	ATACseq
3	146190277	146190378	102	*	ATACseq
3	146208172	146208328	157	*	ATACseq
3	146220800	146221451	652	*	ATACseq
3	146253910	146254187	278	*	ATACseq
3	146325130	146325339	210	*	ATACseq
3	146327813	146328174	362	*	ATACseq
3	146345320	146345462	143	*	ATACseq
3	146379986	146380462	477	*	ATACseq
3	146404300	146405180	881	*	ATACseq
3	146426724	146426896	173	*	ATACseq
3	146450190	146450812	623	*	ATACseq
3	146499412	146500378	967	*	ATACseq
3	146520756	146521724	969	*	ATACseq
3	146535227	146535439	213	*	ATACseq
3	146562935	146563104	170	*	ATACseq
3	146611422	146611712	291	*	ATACseq
3	146684941	146685636	696	*	ATACseq
3	146693737	146693896	160	*	ATACseq
3	146770040	146770523	484	*	ATACseq
3	146812449	146813483	1035	*	ATACseq
3	146852101	146852706	606	*	ATACseq
3	146939792	146940107	316	*	ATACseq
3	146945981	146946132	152	*	ATACseq
3	146994521	146994654	134	*	ATACseq
3	147098246	147098501	256	*	ATACseq
3	147181589	147182230	642	*	ATACseq
3	147298081	147298863	783	*	ATACseq
3	147694890	147695120	231	*	ATACseq
3	147856366	147856471	106	*	ATACseq
3	147856530	147856763	234	*	ATACseq
3	147963925	147964031	107	*	ATACseq
3	148004092	148004235	144	*	ATACseq
3	148017127	148017340	214	*	ATACseq
3	148343418	148344088	671	*	ATACseq
3	148678914	148679401	488	*	ATACseq
3	148817421	148817598	178	*	ATACseq
3	148817743	148817858	116	*	ATACseq
3	148839010	148839145	136	*	ATACseq
3	148895067	148895310	244	*	ATACseq
3	148922892	148923169	278	*	ATACseq
3	148958811	148959031	221	*	ATACseq
3	148977293	148977395	103	*	ATACseq
3	148987641	148988210	570	*	ATACseq
3	148989026	148990524	1499	*	ATACseq
3	149074808	149075129	322	*	ATACseq
3	149085105	149085747	643	*	ATACseq
3	149111980	149112228	249	*	ATACseq
3	149116755	149116862	108	*	ATACseq
3	149117408	149117639	232	*	ATACseq
3	149134403	149135060	658	*	ATACseq
3	149219871	149220030	160	*	ATACseq
3	149220083	149220684	602	*	ATACseq
3	149251931	149252343	413	*	ATACseq
3	149274715	149274828	114	*	ATACseq
3	149314324	149314578	255	*	ATACseq
3	149349581	149349749	169	*	ATACseq
3	149369143	149369602	460	*	ATACseq
3	149398595	149398771	177	*	ATACseq
3	149519137	149519841	705	*	ATACseq
3	149705971	149706183	213	*	ATACseq
3	149834639	149834809	171	*	ATACseq
3	149845297	149845470	174	*	ATACseq
3	149987971	149988102	132	*	ATACseq
3	150314575	150314705	131	*	ATACseq
3	150351910	150352019	110	*	ATACseq
3	150588524	150588691	168	*	ATACseq
3	150846118	150846273	156	*	ATACseq
3	151437594	151438160	567	*	ATACseq
3	151525634	151525758	125	*	ATACseq
3	151565877	151566015	139	*	ATACseq
3	151647775	151648046	272	*	ATACseq
3	151762337	151762456	120	*	ATACseq
3	151762510	151762622	113	*	ATACseq
3	151836955	151837593	639	*	ATACseq
3	151914175	151914290	116	*	ATACseq
3	152066810	152067375	566	*	ATACseq
3	152092548	152093054	507	*	ATACseq
3	152099910	152100664	755	*	ATACseq
3	152106365	152106612	248	*	ATACseq
3	152106771	152107407	637	*	ATACseq
3	152111274	152111720	447	*	ATACseq
3	152142145	152142325	181	*	ATACseq
3	152151910	152152105	196	*	ATACseq
3	152165234	152166284	1051	*	ATACseq
3	152193753	152193910	158	*	ATACseq
3	152209772	152211061	1290	*	ATACseq
3	152211141	152211270	130	*	ATACseq
3	152231864	152231966	103	*	ATACseq
3	152242092	152242194	103	*	ATACseq
3	152265580	152266339	760	*	ATACseq
3	152288025	152288348	324	*	ATACseq
3	152320927	152321160	234	*	ATACseq
3	152332965	152333127	163	*	ATACseq
3	152339988	152340539	552	*	ATACseq
3	152346194	152346726	533	*	ATACseq
3	152384291	152384546	256	*	ATACseq
3	152395634	152396937	1304	*	ATACseq
3	152469794	152469965	172	*	ATACseq
3	152477626	152477857	232	*	ATACseq
3	152485744	152485892	149	*	ATACseq
3	152485968	152486151	184	*	ATACseq
3	152557821	152558310	490	*	ATACseq
3	152667116	152667218	103	*	ATACseq
3	152667490	152668324	835	*	ATACseq
3	152714043	152714645	603	*	ATACseq
3	152735913	152736020	108	*	ATACseq
3	152758799	152758961	163	*	ATACseq
3	152763545	152763819	275	*	ATACseq
3	152821307	152821605	299	*	ATACseq
3	152919069	152919266	198	*	ATACseq
3	152929713	152930013	301	*	ATACseq
3	152981016	152982243	1228	*	ATACseq
3	153148969	153149193	225	*	ATACseq
3	153235194	153235341	148	*	ATACseq
3	153242601	153242795	195	*	ATACseq
3	153250694	153250843	150	*	ATACseq
3	153255788	153256107	320	*	ATACseq
3	153277674	153277802	129	*	ATACseq
3	153293238	153293355	118	*	ATACseq
3	153313687	153313832	146	*	ATACseq
3	153348995	153349267	273	*	ATACseq
3	153452399	153452577	179	*	ATACseq
3	153452888	153453024	137	*	ATACseq
3	153453224	153453368	145	*	ATACseq
3	153509301	153509492	192	*	ATACseq
3	153598753	153598916	164	*	ATACseq
3	153655154	153655255	102	*	ATACseq
3	153662720	153663055	336	*	ATACseq
3	153673716	153673872	157	*	ATACseq
3	153675257	153675411	155	*	ATACseq
3	153675957	153676102	146	*	ATACseq
3	153680755	153680939	185	*	ATACseq
3	153717802	153718125	324	*	ATACseq
3	153724720	153725391	672	*	ATACseq
3	153806187	153806586	400	*	ATACseq
3	153831748	153831853	106	*	ATACseq
3	153904708	153904825	118	*	ATACseq
3	153905653	153906092	440	*	ATACseq
3	153912753	153913311	559	*	ATACseq
3	153944158	153944872	715	*	ATACseq
3	153973351	153973970	620	*	ATACseq
3	153974149	153974452	304	*	ATACseq
3	153984690	153984838	149	*	ATACseq
3	154092603	154093060	458	*	ATACseq
3	154173638	154173832	195	*	ATACseq
3	154269854	154270188	335	*	ATACseq
3	154328083	154328678	596	*	ATACseq
3	154364830	154364986	157	*	ATACseq
3	154365082	154365316	235	*	ATACseq
3	154381473	154381739	267	*	ATACseq
3	154547654	154548201	548	*	ATACseq
3	154548294	154548475	182	*	ATACseq
3	154596573	154597388	816	*	ATACseq
3	154628340	154628541	202	*	ATACseq
3	154639016	154639165	150	*	ATACseq
3	154639240	154639345	106	*	ATACseq
3	154646616	154646722	107	*	ATACseq
3	154653162	154653290	129	*	ATACseq
3	154663988	154664559	572	*	ATACseq
3	154673572	154673796	225	*	ATACseq
3	154692157	154692296	140	*	ATACseq
3	154692415	154692652	238	*	ATACseq
3	154777689	154777887	199	*	ATACseq
3	154777945	154778367	423	*	ATACseq
3	154810475	154810620	146	*	ATACseq
3	154813071	154813267	197	*	ATACseq
3	154817873	154818000	128	*	ATACseq
3	154927923	154928128	206	*	ATACseq
3	155039034	155039546	513	*	ATACseq
3	155093038	155093815	778	*	ATACseq
3	155256668	155256803	136	*	ATACseq
3	155549873	155550021	149	*	ATACseq
3	155745772	155745958	187	*	ATACseq
3	155930980	155931085	106	*	ATACseq
3	155962457	155962770	314	*	ATACseq
3	156199876	156200035	160	*	ATACseq
3	156253344	156253486	143	*	ATACseq
3	156414498	156414821	324	*	ATACseq
3	156477512	156477744	233	*	ATACseq
3	156560834	156561124	291	*	ATACseq
3	156561521	156562258	738	*	ATACseq
3	156562374	156562480	107	*	ATACseq
3	156576560	156576736	177	*	ATACseq
3	156643909	156644129	221	*	ATACseq
3	156966941	156967137	197	*	ATACseq
3	157064536	157064690	155	*	ATACseq
3	157113926	157114041	116	*	ATACseq
3	157320921	157321401	481	*	ATACseq
3	157322327	157322541	215	*	ATACseq
3	157344369	157344681	313	*	ATACseq
3	157411308	157411441	134	*	ATACseq
3	157423521	157424038	518	*	ATACseq
3	157520601	157520899	299	*	ATACseq
3	157534046	157535038	993	*	ATACseq
3	157566730	157568056	1327	*	ATACseq
3	157593408	157593733	326	*	ATACseq
3	157652853	157652960	108	*	ATACseq
3	157674001	157674345	345	*	ATACseq
3	157705287	157705441	155	*	ATACseq
3	157717705	157717817	113	*	ATACseq
3	157804318	157804599	282	*	ATACseq
3	157831983	157832084	102	*	ATACseq
3	157876885	157877021	137	*	ATACseq
3	157900852	157901027	176	*	ATACseq
3	157921221	157921350	130	*	ATACseq
3	157924818	157925406	589	*	ATACseq
3	157931828	157932344	517	*	ATACseq
3	157946785	157948040	1256	*	ATACseq
3	157980947	157981213	267	*	ATACseq
3	157984732	157984872	141	*	ATACseq
3	158007458	158007613	156	*	ATACseq
3	158031393	158031949	557	*	ATACseq
3	158036377	158036940	564	*	ATACseq
3	158101685	158102236	552	*	ATACseq
3	158112749	158112939	191	*	ATACseq
3	158175095	158175272	178	*	ATACseq
3	158210159	158210434	276	*	ATACseq
3	158256192	158256413	222	*	ATACseq
3	158529523	158529646	124	*	ATACseq
3	158561041	158562440	1400	*	ATACseq
3	158655244	158655421	178	*	ATACseq
3	158750291	158750506	216	*	ATACseq
3	158750720	158750831	112	*	ATACseq
3	159011201	159011573	373	*	ATACseq
3	159495053	159495751	699	*	ATACseq
3	159536985	159537103	119	*	ATACseq
3	159586271	159586405	135	*	ATACseq
3	159654168	159654349	182	*	ATACseq
3	159654449	159654605	157	*	ATACseq
3	159674764	159675315	552	*	ATACseq
3	159724737	159724979	243	*	ATACseq
3	159782030	159782149	120	*	ATACseq
3	159782263	159782519	257	*	ATACseq
3	159839547	159840819	1273	*	ATACseq
3	159847543	159848032	490	*	ATACseq
3	159872920	159873116	197	*	ATACseq
4	3052845	3052948	104	*	ATACseq
4	3114799	3114960	162	*	ATACseq
4	3224963	3225070	108	*	ATACseq
4	3231013	3231421	409	*	ATACseq
4	3239565	3239706	142	*	ATACseq
4	3260044	3260280	237	*	ATACseq
4	3401876	3402040	165	*	ATACseq
4	3416815	3416988	174	*	ATACseq
4	3574601	3575154	554	*	ATACseq
4	3677828	3678857	1030	*	ATACseq
4	3730493	3730596	104	*	ATACseq
4	3776238	3776413	176	*	ATACseq
4	3817577	3817843	267	*	ATACseq
4	3817960	3818228	269	*	ATACseq
4	3835376	3836043	668	*	ATACseq
4	3870826	3871365	540	*	ATACseq
4	3871497	3871819	323	*	ATACseq
4	3875022	3875372	351	*	ATACseq
4	3929677	3930081	405	*	ATACseq
4	3938556	3939456	901	*	ATACseq
4	3944946	3945081	136	*	ATACseq
4	3967636	3967806	171	*	ATACseq
4	4048562	4049490	929	*	ATACseq
4	4130879	4131251	373	*	ATACseq
4	4138071	4138951	881	*	ATACseq
4	4242347	4242819	473	*	ATACseq
4	4342686	4342973	288	*	ATACseq
4	4426676	4426816	141	*	ATACseq
4	4437602	4437841	240	*	ATACseq
4	4549609	4549727	119	*	ATACseq
4	4550536	4550779	244	*	ATACseq
4	4556190	4556635	446	*	ATACseq
4	4792355	4793590	1236	*	ATACseq
4	4990002	4990243	242	*	ATACseq
4	4990312	4990415	104	*	ATACseq
4	5096823	5097000	178	*	ATACseq
4	5515411	5515846	436	*	ATACseq
